AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
<1|~|~|~|~|Mortality|4014258|Kidney and Renal Pelvis|2004
1-4|1.8|2.3|2.0|323|Incidence|15771627|Kidney and Renal Pelvis|2004
10-14|0.1|0.2|0.2|39|Incidence|21411680|Kidney and Renal Pelvis|2004
15-19|0.1|0.3|0.2|42|Incidence|21102552|Kidney and Renal Pelvis|2004
5-9|0.4|0.6|0.5|93|Incidence|19454237|Kidney and Renal Pelvis|2004
<1|1.0|1.7|1.3|52|Incidence|4014258|Kidney and Renal Pelvis|2004
1-4|~|~|~|~|Mortality|15771627|Larynx|2004
10-14|~|~|~|~|Mortality|21411680|Larynx|2004
15-19|~|~|~|~|Mortality|21102552|Larynx|2004
5-9|~|~|~|~|Mortality|19454237|Larynx|2004
<1|~|~|~|~|Mortality|4014258|Larynx|2004
1-4|~|~|~|~|Incidence|15771627|Larynx|2004
10-14|~|~|~|~|Incidence|21411680|Larynx|2004
15-19|~|~|~|~|Incidence|21102552|Larynx|2004
5-9|~|~|~|~|Incidence|19454237|Larynx|2004
<1|~|~|~|~|Incidence|4014258|Larynx|2004
1-4|0.6|0.9|0.8|120|Mortality|15771627|Leukemias|2004
10-14|0.6|0.9|0.7|156|Mortality|21411680|Leukemias|2004
15-19|0.9|1.1|1.0|210|Mortality|21102552|Leukemias|2004
5-9|0.7|0.9|0.8|156|Mortality|19454237|Leukemias|2004
<1|0.4|0.9|0.6|23|Mortality|4014258|Leukemias|2004
1-4|8.7|9.6|9.1|1443|Incidence|15771627|Leukemias|2004
10-14|2.6|3.1|2.8|604|Incidence|21411680|Leukemias|2004
15-19|2.6|3.1|2.8|601|Incidence|21102552|Leukemias|2004
5-9|3.7|4.2|3.9|768|Incidence|19454237|Leukemias|2004
<1|3.9|5.2|4.5|180|Incidence|4014258|Leukemias|2004
1-4|0.1|0.2|0.1|22|Mortality|15771627|Liver and Intrahepatic Bile Duct|2004
10-14|~|~|~|~|Mortality|21411680|Liver and Intrahepatic Bile Duct|2004
15-19|0.0|0.1|0.1|16|Mortality|21102552|Liver and Intrahepatic Bile Duct|2004
5-9|~|~|~|~|Mortality|19454237|Liver and Intrahepatic Bile Duct|2004
<1|~|~|~|~|Mortality|4014258|Liver and Intrahepatic Bile Duct|2004
1-4|0.5|0.7|0.6|94|Incidence|15771627|Liver and Intrahepatic Bile Duct|2004
10-14|~|~|~|~|Incidence|21411680|Liver and Intrahepatic Bile Duct|2004
15-19|0.1|0.3|0.2|40|Incidence|21102552|Liver and Intrahepatic Bile Duct|2004
5-9|0.1|0.2|0.1|19|Incidence|19454237|Liver and Intrahepatic Bile Duct|2004
<1|1.1|1.8|1.4|57|Incidence|4014258|Liver and Intrahepatic Bile Duct|2004
1-4|~|~|~|~|Mortality|15771627|Lung and Bronchus|2004
10-14|~|~|~|~|Mortality|21411680|Lung and Bronchus|2004
15-19|~|~|~|~|Mortality|21102552|Lung and Bronchus|2004
5-9|~|~|~|~|Mortality|19454237|Lung and Bronchus|2004
<1|~|~|~|~|Mortality|4014258|Lung and Bronchus|2004
1-4|~|~|~|~|Incidence|15771627|Lung and Bronchus|2004
10-14|~|~|~|~|Incidence|21411680|Lung and Bronchus|2004
15-19|0.1|0.2|0.1|23|Incidence|21102552|Lung and Bronchus|2004
5-9|~|~|~|~|Incidence|19454237|Lung and Bronchus|2004
<1|~|~|~|~|Incidence|4014258|Lung and Bronchus|2004
1-4|~|~|~|~|Mortality|7713175|Male and Female Breast|2004
10-14|~|~|~|~|Mortality|10443706|Male and Female Breast|2004
15-19|~|~|~|~|Mortality|10242793|Male and Female Breast|2004
5-9|~|~|~|~|Mortality|9503231|Male and Female Breast|2004
<1|~|~|~|~|Mortality|1962216|Male and Female Breast|2004
1-4|~|~|~|~|Incidence|7713175|Male and Female Breast|2004
10-14|~|~|~|~|Incidence|10443706|Male and Female Breast|2004
15-19|0.1|0.3|0.2|17|Incidence|10242793|Male and Female Breast|2004
5-9|~|~|~|~|Incidence|9503231|Male and Female Breast|2004
<1|~|~|~|~|Incidence|1962216|Male and Female Breast|2004
1-4|~|~|~|~|Incidence|7713175|Male and Female Breast, <i>in situ</i>|2004
10-14|~|~|~|~|Incidence|10443706|Male and Female Breast, <i>in situ</i>|2004
15-19|~|~|~|~|Incidence|10242793|Male and Female Breast, <i>in situ</i>|2004
5-9|~|~|~|~|Incidence|9503231|Male and Female Breast, <i>in situ</i>|2004
<1|~|~|~|~|Incidence|1962216|Male and Female Breast, <i>in situ</i>|2004
1-4|~|~|~|~|Mortality|15771627|Melanomas of the Skin|2004
10-14|~|~|~|~|Mortality|21411680|Melanomas of the Skin|2004
15-19|~|~|~|~|Mortality|21102552|Melanomas of the Skin|2004
5-9|~|~|~|~|Mortality|19454237|Melanomas of the Skin|2004
<1|~|~|~|~|Mortality|4014258|Melanomas of the Skin|2004
1-4|0.1|0.2|0.1|20|Incidence|15771627|Melanomas of the Skin|2004
10-14|0.3|0.5|0.4|82|Incidence|21411680|Melanomas of the Skin|2004
15-19|1.6|2.0|1.8|377|Incidence|21102552|Melanomas of the Skin|2004
5-9|0.1|0.2|0.2|32|Incidence|19454237|Melanomas of the Skin|2004
<1|~|~|~|~|Incidence|4014258|Melanomas of the Skin|2004
1-4|~|~|~|~|Mortality|15771627|Mesothelioma|2004
10-14|~|~|~|~|Mortality|21411680|Mesothelioma|2004
15-19|~|~|~|~|Mortality|21102552|Mesothelioma|2004
5-9|~|~|~|~|Mortality|19454237|Mesothelioma|2004
<1|~|~|~|~|Mortality|4014258|Mesothelioma|2004
1-4|~|~|~|~|Incidence|15771627|Mesothelioma|2004
10-14|~|~|~|~|Incidence|21411680|Mesothelioma|2004
15-19|~|~|~|~|Incidence|21102552|Mesothelioma|2004
5-9|~|~|~|~|Incidence|19454237|Mesothelioma|2004
<1|~|~|~|~|Incidence|4014258|Mesothelioma|2004
1-4|~|~|~|~|Mortality|15771627|Myeloma|2004
10-14|~|~|~|~|Mortality|21411680|Myeloma|2004
15-19|~|~|~|~|Mortality|21102552|Myeloma|2004
5-9|~|~|~|~|Mortality|19454237|Myeloma|2004
<1|~|~|~|~|Mortality|4014258|Myeloma|2004
1-4|~|~|~|~|Incidence|15771627|Myeloma|2004
10-14|~|~|~|~|Incidence|21411680|Myeloma|2004
15-19|~|~|~|~|Incidence|21102552|Myeloma|2004
5-9|~|~|~|~|Incidence|19454237|Myeloma|2004
<1|~|~|~|~|Incidence|4014258|Myeloma|2004
1-4|~|~|~|~|Mortality|15771627|Non-Hodgkin Lymphoma|2004
10-14|0.1|0.1|0.1|19|Mortality|21411680|Non-Hodgkin Lymphoma|2004
15-19|0.2|0.3|0.3|56|Mortality|21102552|Non-Hodgkin Lymphoma|2004
5-9|0.1|0.2|0.1|22|Mortality|19454237|Non-Hodgkin Lymphoma|2004
<1|~|~|~|~|Mortality|4014258|Non-Hodgkin Lymphoma|2004
1-4|0.6|0.8|0.7|109|Incidence|15771627|Non-Hodgkin Lymphoma|2004
10-14|1.1|1.4|1.3|275|Incidence|21411680|Non-Hodgkin Lymphoma|2004
15-19|1.5|1.8|1.6|343|Incidence|21102552|Non-Hodgkin Lymphoma|2004
5-9|0.8|1.1|0.9|183|Incidence|19454237|Non-Hodgkin Lymphoma|2004
<1|~|~|~|~|Incidence|4014258|Non-Hodgkin Lymphoma|2004
1-4|~|~|~|~|Mortality|15771627|Oral Cavity and Pharynx|2004
10-14|~|~|~|~|Mortality|21411680|Oral Cavity and Pharynx|2004
15-19|~|~|~|~|Mortality|21102552|Oral Cavity and Pharynx|2004
5-9|~|~|~|~|Mortality|19454237|Oral Cavity and Pharynx|2004
<1|~|~|~|~|Mortality|4014258|Oral Cavity and Pharynx|2004
1-4|~|~|~|~|Incidence|15771627|Oral Cavity and Pharynx|2004
10-14|0.2|0.3|0.3|54|Incidence|21411680|Oral Cavity and Pharynx|2004
15-19|0.3|0.5|0.4|84|Incidence|21102552|Oral Cavity and Pharynx|2004
5-9|~|~|~|~|Incidence|19454237|Oral Cavity and Pharynx|2004
<1|~|~|~|~|Incidence|4014258|Oral Cavity and Pharynx|2004
1-4|~|~|~|~|Mortality|7713175|Ovary|2004
10-14|~|~|~|~|Mortality|10443706|Ovary|2004
15-19|~|~|~|~|Mortality|10242793|Ovary|2004
5-9|~|~|~|~|Mortality|9503231|Ovary|2004
<1|~|~|~|~|Mortality|1962216|Ovary|2004
1-4|~|~|~|~|Incidence|7713175|Ovary|2004
10-14|0.7|1.1|0.9|92|Incidence|10443706|Ovary|2004
15-19|1.0|1.5|1.2|126|Incidence|10242793|Ovary|2004
5-9|0.1|0.3|0.2|21|Incidence|9503231|Ovary|2004
<1|~|~|~|~|Incidence|1962216|Ovary|2004
1-4|~|~|~|~|Mortality|15771627|Pancreas|2004
10-14|~|~|~|~|Mortality|21411680|Pancreas|2004
15-19|~|~|~|~|Mortality|21102552|Pancreas|2004
5-9|~|~|~|~|Mortality|19454237|Pancreas|2004
<1|~|~|~|~|Mortality|4014258|Pancreas|2004
1-4|~|~|~|~|Incidence|15771627|Pancreas|2004
10-14|~|~|~|~|Incidence|21411680|Pancreas|2004
15-19|~|~|~|~|Incidence|21102552|Pancreas|2004
5-9|~|~|~|~|Incidence|19454237|Pancreas|2004
<1|~|~|~|~|Incidence|4014258|Pancreas|2004
1-4|~|~|~|~|Mortality|8058452|Prostate|2004
10-14|~|~|~|~|Mortality|10967974|Prostate|2004
15-19|~|~|~|~|Mortality|10859759|Prostate|2004
5-9|~|~|~|~|Mortality|9951006|Prostate|2004
<1|~|~|~|~|Mortality|2052042|Prostate|2004
1-4|~|~|~|~|Incidence|8058452|Prostate|2004
10-14|~|~|~|~|Incidence|10967974|Prostate|2004
15-19|~|~|~|~|Incidence|10859759|Prostate|2004
5-9|~|~|~|~|Incidence|9951006|Prostate|2004
<1|~|~|~|~|Incidence|2052042|Prostate|2004
1-4|~|~|~|~|Mortality|15771627|Stomach|2004
10-14|~|~|~|~|Mortality|21411680|Stomach|2004
15-19|~|~|~|~|Mortality|21102552|Stomach|2004
5-9|~|~|~|~|Mortality|19454237|Stomach|2004
<1|~|~|~|~|Mortality|4014258|Stomach|2004
1-4|~|~|~|~|Incidence|15771627|Stomach|2004
10-14|~|~|~|~|Incidence|21411680|Stomach|2004
15-19|~|~|~|~|Incidence|21102552|Stomach|2004
5-9|~|~|~|~|Incidence|19454237|Stomach|2004
<1|~|~|~|~|Incidence|4014258|Stomach|2004
1-4|~|~|~|~|Mortality|8058452|Testis|2004
10-14|~|~|~|~|Mortality|10967974|Testis|2004
15-19|~|~|~|~|Mortality|10859759|Testis|2004
5-9|~|~|~|~|Mortality|9951006|Testis|2004
<1|~|~|~|~|Mortality|2052042|Testis|2004
1-4|0.2|0.4|0.3|21|Incidence|8058452|Testis|2004
10-14|0.2|0.4|0.3|30|Incidence|10967974|Testis|2004
15-19|3.2|3.9|3.5|381|Incidence|10859759|Testis|2004
5-9|~|~|~|~|Incidence|9951006|Testis|2004
<1|~|~|~|~|Incidence|2052042|Testis|2004
1-4|~|~|~|~|Mortality|15771627|Thyroid|2004
10-14|~|~|~|~|Mortality|21411680|Thyroid|2004
15-19|~|~|~|~|Mortality|21102552|Thyroid|2004
5-9|~|~|~|~|Mortality|19454237|Thyroid|2004
<1|~|~|~|~|Mortality|4014258|Thyroid|2004
1-4|~|~|~|~|Incidence|15771627|Thyroid|2004
10-14|0.5|0.7|0.5|117|Incidence|21411680|Thyroid|2004
15-19|1.7|2.1|1.9|406|Incidence|21102552|Thyroid|2004
5-9|0.1|0.3|0.2|38|Incidence|19454237|Thyroid|2004
<1|~|~|~|~|Incidence|4014258|Thyroid|2004
1-4|~|~|~|~|Mortality|15771627|Urinary Bladder|2004
10-14|~|~|~|~|Mortality|21411680|Urinary Bladder|2004
15-19|~|~|~|~|Mortality|21102552|Urinary Bladder|2004
5-9|~|~|~|~|Mortality|19454237|Urinary Bladder|2004
<1|~|~|~|~|Mortality|4014258|Urinary Bladder|2004
1-4|~|~|~|~|Incidence|15771627|Urinary Bladder|2004
10-14|~|~|~|~|Incidence|21411680|Urinary Bladder|2004
15-19|0.1|0.2|0.1|22|Incidence|21102552|Urinary Bladder|2004
5-9|~|~|~|~|Incidence|19454237|Urinary Bladder|2004
<1|~|~|~|~|Incidence|4014258|Urinary Bladder|2004
1-4|2.1|2.6|2.4|377|Mortality|15913007|All Cancer Sites Combined|2005
10-14|2.2|2.6|2.4|515|Mortality|21212579|All Cancer Sites Combined|2005
15-19|3.2|3.7|3.4|731|Mortality|21486214|All Cancer Sites Combined|2005
5-9|2.3|2.7|2.5|485|Mortality|19389067|All Cancer Sites Combined|2005
<1|1.5|2.3|1.9|75|Mortality|4004393|All Cancer Sites Combined|2005
1-4|20.7|22.2|21.4|3413|Incidence|15913007|All Cancer Sites Combined|2005
10-14|12.5|13.4|12.9|2745|Incidence|21212579|All Cancer Sites Combined|2005
15-19|21.5|22.8|22.1|4752|Incidence|21486214|All Cancer Sites Combined|2005
5-9|11.4|12.3|11.9|2298|Incidence|19389067|All Cancer Sites Combined|2005
<1|23.4|26.5|24.9|998|Incidence|4004393|All Cancer Sites Combined|2005
1-4|0.4|0.7|0.5|84|Mortality|15913007|Brain and Other Nervous System|2005
10-14|0.5|0.8|0.6|136|Mortality|21212579|Brain and Other Nervous System|2005
15-19|0.5|0.7|0.5|118|Mortality|21486214|Brain and Other Nervous System|2005
5-9|0.8|1.1|1.0|188|Mortality|19389067|Brain and Other Nervous System|2005
<1|0.3|0.7|0.4|18|Mortality|4004393|Brain and Other Nervous System|2005
1-4|3.9|4.6|4.2|675|Incidence|15913007|Brain and Other Nervous System|2005
10-14|2.4|2.8|2.6|551|Incidence|21212579|Brain and Other Nervous System|2005
15-19|2.0|2.4|2.2|472|Incidence|21486214|Brain and Other Nervous System|2005
5-9|3.2|3.7|3.4|661|Incidence|19389067|Brain and Other Nervous System|2005
<1|3.1|4.3|3.6|146|Incidence|4004393|Brain and Other Nervous System|2005
1-4|~|~|~|~|Mortality|7785123|Cervix|2005
10-14|~|~|~|~|Mortality|10348382|Cervix|2005
15-19|~|~|~|~|Mortality|10434789|Cervix|2005
5-9|~|~|~|~|Mortality|9473900|Cervix|2005
<1|~|~|~|~|Mortality|1956682|Cervix|2005
1-4|~|~|~|~|Incidence|7785123|Cervix|2005
10-14|~|~|~|~|Incidence|10348382|Cervix|2005
15-19|0.1|0.3|0.2|17|Incidence|10434789|Cervix|2005
5-9|~|~|~|~|Incidence|9473900|Cervix|2005
<1|~|~|~|~|Incidence|1956682|Cervix|2005
1-4|~|~|~|~|Mortality|15913007|Colon and Rectum|2005
10-14|~|~|~|~|Mortality|21212579|Colon and Rectum|2005
15-19|~|~|~|~|Mortality|21486214|Colon and Rectum|2005
5-9|~|~|~|~|Mortality|19389067|Colon and Rectum|2005
<1|~|~|~|~|Mortality|4004393|Colon and Rectum|2005
1-4|~|~|~|~|Incidence|15913007|Colon and Rectum|2005
10-14|~|~|~|~|Incidence|21212579|Colon and Rectum|2005
15-19|0.3|0.4|0.3|70|Incidence|21486214|Colon and Rectum|2005
5-9|~|~|~|~|Incidence|19389067|Colon and Rectum|2005
<1|~|~|~|~|Incidence|4004393|Colon and Rectum|2005
1-4|~|~|~|~|Mortality|7785123|Corpus and Uterus, NOS|2005
10-14|~|~|~|~|Mortality|10348382|Corpus and Uterus, NOS|2005
15-19|~|~|~|~|Mortality|10434789|Corpus and Uterus, NOS|2005
5-9|~|~|~|~|Mortality|9473900|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Mortality|1956682|Corpus and Uterus, NOS|2005
1-4|~|~|~|~|Incidence|7785123|Corpus and Uterus, NOS|2005
10-14|~|~|~|~|Incidence|10348382|Corpus and Uterus, NOS|2005
15-19|~|~|~|~|Incidence|10434789|Corpus and Uterus, NOS|2005
5-9|~|~|~|~|Incidence|9473900|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Incidence|1956682|Corpus and Uterus, NOS|2005
1-4|~|~|~|~|Mortality|15913007|Esophagus|2005
10-14|~|~|~|~|Mortality|21212579|Esophagus|2005
15-19|~|~|~|~|Mortality|21486214|Esophagus|2005
5-9|~|~|~|~|Mortality|19389067|Esophagus|2005
<1|~|~|~|~|Mortality|4004393|Esophagus|2005
1-4|~|~|~|~|Incidence|15913007|Esophagus|2005
10-14|~|~|~|~|Incidence|21212579|Esophagus|2005
15-19|~|~|~|~|Incidence|21486214|Esophagus|2005
5-9|~|~|~|~|Incidence|19389067|Esophagus|2005
<1|~|~|~|~|Incidence|4004393|Esophagus|2005
1-4|~|~|~|~|Mortality|7785123|Female Breast|2005
10-14|~|~|~|~|Mortality|10348382|Female Breast|2005
15-19|~|~|~|~|Mortality|10434789|Female Breast|2005
5-9|~|~|~|~|Mortality|9473900|Female Breast|2005
<1|~|~|~|~|Mortality|1956682|Female Breast|2005
1-4|~|~|~|~|Incidence|7785123|Female Breast|2005
10-14|~|~|~|~|Incidence|10348382|Female Breast|2005
15-19|~|~|~|~|Incidence|10434789|Female Breast|2005
5-9|~|~|~|~|Incidence|9473900|Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Female Breast|2005
1-4|~|~|~|~|Incidence|7785123|Female Breast, <i>in situ</i>|2005
10-14|~|~|~|~|Incidence|10348382|Female Breast, <i>in situ</i>|2005
15-19|~|~|~|~|Incidence|10434789|Female Breast, <i>in situ</i>|2005
5-9|~|~|~|~|Incidence|9473900|Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Incidence|1956682|Female Breast, <i>in situ</i>|2005
1-4|~|~|~|~|Mortality|15913007|Hodgkin Lymphoma|2005
10-14|~|~|~|~|Mortality|21212579|Hodgkin Lymphoma|2005
15-19|~|~|~|~|Mortality|21486214|Hodgkin Lymphoma|2005
5-9|~|~|~|~|Mortality|19389067|Hodgkin Lymphoma|2005
<1|~|~|~|~|Mortality|4004393|Hodgkin Lymphoma|2005
1-4|0.1|0.2|0.1|16|Incidence|15913007|Hodgkin Lymphoma|2005
10-14|1.1|1.4|1.3|266|Incidence|21212579|Hodgkin Lymphoma|2005
15-19|3.1|3.5|3.3|708|Incidence|21486214|Hodgkin Lymphoma|2005
5-9|0.3|0.5|0.4|77|Incidence|19389067|Hodgkin Lymphoma|2005
<1|~|~|~|~|Incidence|4004393|Hodgkin Lymphoma|2005
1-4|.|.|.|.|Mortality|15913007|Kaposi Sarcoma|2005
10-14|.|.|.|.|Mortality|21212579|Kaposi Sarcoma|2005
15-19|.|.|.|.|Mortality|21486214|Kaposi Sarcoma|2005
5-9|.|.|.|.|Mortality|19389067|Kaposi Sarcoma|2005
<1|.|.|.|.|Mortality|4004393|Kaposi Sarcoma|2005
1-4|~|~|~|~|Incidence|15913007|Kaposi Sarcoma|2005
10-14|~|~|~|~|Incidence|21212579|Kaposi Sarcoma|2005
15-19|~|~|~|~|Incidence|21486214|Kaposi Sarcoma|2005
5-9|~|~|~|~|Incidence|19389067|Kaposi Sarcoma|2005
<1|~|~|~|~|Incidence|4004393|Kaposi Sarcoma|2005
1-4|0.1|0.2|0.1|16|Mortality|15913007|Kidney and Renal Pelvis|2005
10-14|~|~|~|~|Mortality|21212579|Kidney and Renal Pelvis|2005
15-19|~|~|~|~|Mortality|21486214|Kidney and Renal Pelvis|2005
5-9|0.1|0.2|0.1|20|Mortality|19389067|Kidney and Renal Pelvis|2005
<1|~|~|~|~|Mortality|4004393|Kidney and Renal Pelvis|2005
1-4|1.8|2.3|2.0|325|Incidence|15913007|Kidney and Renal Pelvis|2005
10-14|0.1|0.2|0.1|26|Incidence|21212579|Kidney and Renal Pelvis|2005
15-19|0.2|0.3|0.2|49|Incidence|21486214|Kidney and Renal Pelvis|2005
5-9|0.4|0.6|0.5|101|Incidence|19389067|Kidney and Renal Pelvis|2005
<1|1.2|2.0|1.6|64|Incidence|4004393|Kidney and Renal Pelvis|2005
1-4|~|~|~|~|Mortality|15913007|Larynx|2005
10-14|~|~|~|~|Mortality|21212579|Larynx|2005
15-19|~|~|~|~|Mortality|21486214|Larynx|2005
5-9|~|~|~|~|Mortality|19389067|Larynx|2005
<1|~|~|~|~|Mortality|4004393|Larynx|2005
1-4|~|~|~|~|Incidence|15913007|Larynx|2005
10-14|~|~|~|~|Incidence|21212579|Larynx|2005
15-19|~|~|~|~|Incidence|21486214|Larynx|2005
5-9|~|~|~|~|Incidence|19389067|Larynx|2005
<1|~|~|~|~|Incidence|4004393|Larynx|2005
1-4|0.6|0.9|0.8|120|Mortality|15913007|Leukemias|2005
10-14|0.6|0.8|0.7|150|Mortality|21212579|Leukemias|2005
15-19|0.9|1.2|1.0|223|Mortality|21486214|Leukemias|2005
5-9|0.5|0.8|0.6|125|Mortality|19389067|Leukemias|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemias|2005
1-4|8.2|9.1|8.7|1380|Incidence|15913007|Leukemias|2005
10-14|2.6|3.1|2.8|600|Incidence|21212579|Leukemias|2005
15-19|2.6|3.0|2.8|596|Incidence|21486214|Leukemias|2005
5-9|3.5|4.1|3.8|731|Incidence|19389067|Leukemias|2005
<1|3.7|5.1|4.4|175|Incidence|4004393|Leukemias|2005
1-4|0.1|0.2|0.1|21|Mortality|15913007|Liver and Intrahepatic Bile Duct|2005
10-14|~|~|~|~|Mortality|21212579|Liver and Intrahepatic Bile Duct|2005
15-19|~|~|~|~|Mortality|21486214|Liver and Intrahepatic Bile Duct|2005
5-9|~|~|~|~|Mortality|19389067|Liver and Intrahepatic Bile Duct|2005
<1|~|~|~|~|Mortality|4004393|Liver and Intrahepatic Bile Duct|2005
1-4|0.4|0.6|0.5|80|Incidence|15913007|Liver and Intrahepatic Bile Duct|2005
10-14|0.1|0.2|0.1|26|Incidence|21212579|Liver and Intrahepatic Bile Duct|2005
15-19|0.1|0.2|0.1|27|Incidence|21486214|Liver and Intrahepatic Bile Duct|2005
5-9|0.0|0.1|0.1|16|Incidence|19389067|Liver and Intrahepatic Bile Duct|2005
<1|0.8|1.4|1.0|42|Incidence|4004393|Liver and Intrahepatic Bile Duct|2005
1-4|~|~|~|~|Mortality|15913007|Lung and Bronchus|2005
10-14|~|~|~|~|Mortality|21212579|Lung and Bronchus|2005
15-19|~|~|~|~|Mortality|21486214|Lung and Bronchus|2005
5-9|~|~|~|~|Mortality|19389067|Lung and Bronchus|2005
<1|~|~|~|~|Mortality|4004393|Lung and Bronchus|2005
1-4|~|~|~|~|Incidence|15913007|Lung and Bronchus|2005
10-14|~|~|~|~|Incidence|21212579|Lung and Bronchus|2005
15-19|0.1|0.2|0.1|31|Incidence|21486214|Lung and Bronchus|2005
5-9|~|~|~|~|Incidence|19389067|Lung and Bronchus|2005
<1|~|~|~|~|Incidence|4004393|Lung and Bronchus|2005
1-4|~|~|~|~|Mortality|7785123|Male and Female Breast|2005
10-14|~|~|~|~|Mortality|10348382|Male and Female Breast|2005
15-19|~|~|~|~|Mortality|10434789|Male and Female Breast|2005
5-9|~|~|~|~|Mortality|9473900|Male and Female Breast|2005
<1|~|~|~|~|Mortality|1956682|Male and Female Breast|2005
1-4|~|~|~|~|Incidence|7785123|Male and Female Breast|2005
10-14|~|~|~|~|Incidence|10348382|Male and Female Breast|2005
15-19|~|~|~|~|Incidence|10434789|Male and Female Breast|2005
5-9|~|~|~|~|Incidence|9473900|Male and Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Male and Female Breast|2005
1-4|~|~|~|~|Incidence|7785123|Male and Female Breast, <i>in situ</i>|2005
10-14|~|~|~|~|Incidence|10348382|Male and Female Breast, <i>in situ</i>|2005
15-19|~|~|~|~|Incidence|10434789|Male and Female Breast, <i>in situ</i>|2005
5-9|~|~|~|~|Incidence|9473900|Male and Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Incidence|1956682|Male and Female Breast, <i>in situ</i>|2005
1-4|~|~|~|~|Mortality|15913007|Melanomas of the Skin|2005
10-14|~|~|~|~|Mortality|21212579|Melanomas of the Skin|2005
15-19|~|~|~|~|Mortality|21486214|Melanomas of the Skin|2005
5-9|~|~|~|~|Mortality|19389067|Melanomas of the Skin|2005
<1|~|~|~|~|Mortality|4004393|Melanomas of the Skin|2005
1-4|0.1|0.2|0.1|19|Incidence|15913007|Melanomas of the Skin|2005
10-14|0.3|0.4|0.3|73|Incidence|21212579|Melanomas of the Skin|2005
15-19|1.7|2.0|1.8|393|Incidence|21486214|Melanomas of the Skin|2005
5-9|0.1|0.3|0.2|40|Incidence|19389067|Melanomas of the Skin|2005
<1|~|~|~|~|Incidence|4004393|Melanomas of the Skin|2005
1-4|~|~|~|~|Mortality|15913007|Mesothelioma|2005
10-14|~|~|~|~|Mortality|21212579|Mesothelioma|2005
15-19|~|~|~|~|Mortality|21486214|Mesothelioma|2005
5-9|~|~|~|~|Mortality|19389067|Mesothelioma|2005
<1|~|~|~|~|Mortality|4004393|Mesothelioma|2005
1-4|~|~|~|~|Incidence|15913007|Mesothelioma|2005
10-14|~|~|~|~|Incidence|21212579|Mesothelioma|2005
15-19|~|~|~|~|Incidence|21486214|Mesothelioma|2005
5-9|~|~|~|~|Incidence|19389067|Mesothelioma|2005
<1|~|~|~|~|Incidence|4004393|Mesothelioma|2005
1-4|~|~|~|~|Mortality|15913007|Myeloma|2005
10-14|~|~|~|~|Mortality|21212579|Myeloma|2005
15-19|~|~|~|~|Mortality|21486214|Myeloma|2005
5-9|~|~|~|~|Mortality|19389067|Myeloma|2005
<1|~|~|~|~|Mortality|4004393|Myeloma|2005
1-4|~|~|~|~|Incidence|15913007|Myeloma|2005
10-14|~|~|~|~|Incidence|21212579|Myeloma|2005
15-19|~|~|~|~|Incidence|21486214|Myeloma|2005
5-9|~|~|~|~|Incidence|19389067|Myeloma|2005
<1|~|~|~|~|Incidence|4004393|Myeloma|2005
1-4|~|~|~|~|Mortality|15913007|Non-Hodgkin Lymphoma|2005
10-14|0.1|0.2|0.1|29|Mortality|21212579|Non-Hodgkin Lymphoma|2005
15-19|0.2|0.3|0.2|47|Mortality|21486214|Non-Hodgkin Lymphoma|2005
5-9|0.1|0.2|0.1|19|Mortality|19389067|Non-Hodgkin Lymphoma|2005
<1|~|~|~|~|Mortality|4004393|Non-Hodgkin Lymphoma|2005
1-4|0.5|0.8|0.7|105|Incidence|15913007|Non-Hodgkin Lymphoma|2005
10-14|1.1|1.4|1.2|261|Incidence|21212579|Non-Hodgkin Lymphoma|2005
15-19|1.8|2.1|1.9|416|Incidence|21486214|Non-Hodgkin Lymphoma|2005
5-9|0.8|1.1|0.9|176|Incidence|19389067|Non-Hodgkin Lymphoma|2005
<1|~|~|~|~|Incidence|4004393|Non-Hodgkin Lymphoma|2005
1-4|~|~|~|~|Mortality|15913007|Oral Cavity and Pharynx|2005
10-14|~|~|~|~|Mortality|21212579|Oral Cavity and Pharynx|2005
15-19|~|~|~|~|Mortality|21486214|Oral Cavity and Pharynx|2005
5-9|~|~|~|~|Mortality|19389067|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Mortality|4004393|Oral Cavity and Pharynx|2005
1-4|~|~|~|~|Incidence|15913007|Oral Cavity and Pharynx|2005
10-14|0.3|0.4|0.3|73|Incidence|21212579|Oral Cavity and Pharynx|2005
15-19|0.4|0.5|0.4|96|Incidence|21486214|Oral Cavity and Pharynx|2005
5-9|0.1|0.2|0.1|23|Incidence|19389067|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Incidence|4004393|Oral Cavity and Pharynx|2005
1-4|~|~|~|~|Mortality|7785123|Ovary|2005
10-14|~|~|~|~|Mortality|10348382|Ovary|2005
15-19|~|~|~|~|Mortality|10434789|Ovary|2005
