AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
1.4|2.1|1.7|105|I(e) Unspecified and other specified leukemias|61202418|0-14|All Races|Male and Female|2010|||
18.8|21.1|19.9|1218|II Lymphomas and reticuloendothelial neoplasms|61202418|0-14|All Races|Male and Female|2010|||
4.8|5.9|5.3|323|II(a) Hodgkin lymphomas|61202418|0-14|All Races|Male and Female|2010|||
6.5|7.9|7.2|439|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61202418|0-14|All Races|Male and Female|2010|||
2.1|2.9|2.5|151|II(c) Burkitt lymphoma|61202418|0-14|All Races|Male and Female|2010|||
4.3|5.4|4.8|295|II(d) Miscellaneous lymphoreticular neoplasms|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|II(e) Unspecified lymphomas|61202418|0-14|All Races|Male and Female|2010|||
34.2|37.2|35.6|2188|III CNS and misc intracranial and intraspinal neoplasms|61202418|0-14|All Races|Male and Female|2010|||
2.8|3.7|3.2|201|III(a) Ependymomas and choroid plexus tumor|61202418|0-14|All Races|Male and Female|2010|||
17.0|19.2|18.1|1109|III(b) Astrocytomas|61202418|0-14|All Races|Male and Female|2010|||
6.7|8.1|7.3|452|III(c) Intracranial and intraspinal embryonal tumors|61202418|0-14|All Races|Male and Female|2010|||
5.4|6.6|6.0|364|III(d) Other gliomas|61202418|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.6|39|III(e) Other specified intracranial & intraspinal neoplasms|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.6|0.4|23|III(f) Unspecified intracranial and intraspinal neoplasms|61202418|0-14|All Races|Male and Female|2010|||
10.3|12.0|11.2|693|IV Neuroblastoma and other peripheral nervous cell tumors|61202418|0-14|All Races|Male and Female|2010|||
10.2|11.9|11.0|683|IV(a) Neuroblastoma and ganglioneuroblastoma|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61202418|0-14|All Races|Male and Female|2010|||
10.7|12.4|11.5|706|IX Soft tissue and other extraosseous sarcomas|61202418|0-14|All Races|Male and Female|2010|||
5.0|6.2|5.6|342|IX(a) Rhabdomyosarcomas|61202418|0-14|All Races|Male and Female|2010|||
0.6|1.0|0.8|47|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|IX(c) Kaposi sarcoma|61202418|0-14|All Races|Male and Female|2010|||
3.4|4.4|3.9|238|IX(d) Other specified soft tissue sarcomas|61202418|0-14|All Races|Male and Female|2010|||
1.0|1.6|1.3|79|IX(e) Unspecified soft tissue sarcomas|61202418|0-14|All Races|Male and Female|2010|||
0.1|0.4|0.3|16|Not classified by ICCC|61202418|0-14|All Races|Male and Female|2010|||
3.9|5.0|4.5|277|V Retinoblastoma|61202418|0-14|All Races|Male and Female|2010|||
7.8|9.2|8.5|526|VI Renal tumors|61202418|0-14|All Races|Male and Female|2010|||
7.4|8.8|8.1|504|VI(a) Nephroblastoma and other nonepithelial renal tumors|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|20|VI(b) Renal carcinomas|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61202418|0-14|All Races|Male and Female|2010|||
2.6|3.5|3.0|186|VII Hepatic tumors|61202418|0-14|All Races|Male and Female|2010|||
2.1|2.9|2.5|156|VII(a) Hepatoblastoma|61202418|0-14|All Races|Male and Female|2010|||
0.3|0.7|0.5|29|VII(b) Hepatic carcinomas|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61202418|0-14|All Races|Male and Female|2010|||
6.0|7.4|6.7|406|VIII Malignant bone tumors|61202418|0-14|All Races|Male and Female|2010|||
3.2|4.2|3.7|224|VIII(a) Osteosarcomas|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(b) Chondrosarcomas|61202418|0-14|All Races|Male and Female|2010|||
2.0|2.8|2.3|142|VIII(c) Ewing tumor and related sarcomas of bone|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|20|VIII(d) Other specified malignant bone tumors|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61202418|0-14|All Races|Male and Female|2010|||
5.6|6.8|6.2|377|X Germ cell, trophoblastic tumors & neoplasms of gonads|61202418|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.8|112|X(a) Intracranial & intraspinal germ cell tumors|61202418|0-14|All Races|Male and Female|2010|||
1.1|1.7|1.3|83|X(b) Malignant extracranial & extragonadal germ cell tumors|61202418|0-14|All Races|Male and Female|2010|||
2.2|3.0|2.6|158|X(c) Malignant gonadal germ cell tumors|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|X(d) Gonadal carcinomas|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.4|0.3|16|X(e) Other and unspecified malignant gonadal tumors|61202418|0-14|All Races|Male and Female|2010|||
6.4|7.7|7.0|428|XI Other malignant epithelial neoplasms and malignant melanomas|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61202418|0-14|All Races|Male and Female|2010|||
2.4|3.2|2.8|168|XI(b) Thyroid carcinomas|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.4|0.3|17|XI(c) Nasopharyngeal carcinomas|61202418|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.9|114|XI(d) Malignant melanomas|61202418|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(e) Skin carcinomas|61202418|0-14|All Races|Male and Female|2010|||
1.5|2.2|1.8|111|XI(f) Other and unspecified carcinomas|61202418|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.7|42|XII Other and unspecified malignant neoplasms|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.6|0.4|24|XII(a) Other specified malignant tumors|61202418|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|18|XII(b) Other unspecified malignant tumors|61202418|0-14|All Races|Male and Female|2010|||
165.0|171.6|168.3|10244|All ICCC Groups Combined|60627321|0-14|All Races|Male and Female|2011|||
51.9|55.6|53.7|3278|I Leukemias, myeloproliferative & myelodysplastic diseases|60627321|0-14|All Races|Male and Female|2011|||
39.8|43.1|41.4|2529|I(a) Lymphoid leukemias|60627321|0-14|All Races|Male and Female|2011|||
7.0|8.4|7.6|466|I(b) Acute myeloid leukemias|60627321|0-14|All Races|Male and Female|2011|||
1.5|2.2|1.8|108|I(c) Chronic myeloproliferative diseases|60627321|0-14|All Races|Male and Female|2011|||
1.1|1.6|1.3|81|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60627321|0-14|All Races|Male and Female|2011|||
1.3|1.9|1.5|94|I(e) Unspecified and other specified leukemias|60627321|0-14|All Races|Male and Female|2011|||
18.9|21.1|20.0|1209|II Lymphomas and reticuloendothelial neoplasms|60627321|0-14|All Races|Male and Female|2011|||
4.6|5.8|5.2|312|II(a) Hodgkin lymphomas|60627321|0-14|All Races|Male and Female|2011|||
5.8|7.1|6.4|389|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60627321|0-14|All Races|Male and Female|2011|||
2.2|3.0|2.6|157|II(c) Burkitt lymphoma|60627321|0-14|All Races|Male and Female|2011|||
5.0|6.2|5.6|339|II(d) Miscellaneous lymphoreticular neoplasms|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|II(e) Unspecified lymphomas|60627321|0-14|All Races|Male and Female|2011|||
33.5|36.4|34.9|2122|III CNS and misc intracranial and intraspinal neoplasms|60627321|0-14|All Races|Male and Female|2011|||
2.9|3.9|3.4|207|III(a) Ependymomas and choroid plexus tumor|60627321|0-14|All Races|Male and Female|2011|||
16.5|18.6|17.5|1062|III(b) Astrocytomas|60627321|0-14|All Races|Male and Female|2011|||
6.3|7.7|7.0|425|III(c) Intracranial and intraspinal embryonal tumors|60627321|0-14|All Races|Male and Female|2011|||
5.5|6.7|6.1|368|III(d) Other gliomas|60627321|0-14|All Races|Male and Female|2011|||
0.3|0.7|0.5|30|III(e) Other specified intracranial & intraspinal neoplasms|60627321|0-14|All Races|Male and Female|2011|||
0.3|0.7|0.5|30|III(f) Unspecified intracranial and intraspinal neoplasms|60627321|0-14|All Races|Male and Female|2011|||
10.3|12.0|11.1|683|IV Neuroblastoma and other peripheral nervous cell tumors|60627321|0-14|All Races|Male and Female|2011|||
10.1|11.8|10.9|670|IV(a) Neuroblastoma and ganglioneuroblastoma|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60627321|0-14|All Races|Male and Female|2011|||
10.2|11.9|11.0|670|IX Soft tissue and other extraosseous sarcomas|60627321|0-14|All Races|Male and Female|2011|||
4.6|5.8|5.2|316|IX(a) Rhabdomyosarcomas|60627321|0-14|All Races|Male and Female|2011|||
0.8|1.3|1.0|62|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|IX(c) Kaposi sarcoma|60627321|0-14|All Races|Male and Female|2011|||
3.2|4.2|3.7|224|IX(d) Other specified soft tissue sarcomas|60627321|0-14|All Races|Male and Female|2011|||
0.8|1.4|1.1|65|IX(e) Unspecified soft tissue sarcomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|Not classified by ICCC|60627321|0-14|All Races|Male and Female|2011|||
3.7|4.7|4.2|256|V Retinoblastoma|60627321|0-14|All Races|Male and Female|2011|||
8.3|9.8|9.0|555|VI Renal tumors|60627321|0-14|All Races|Male and Female|2011|||
7.9|9.4|8.6|531|VI(a) Nephroblastoma and other nonepithelial renal tumors|60627321|0-14|All Races|Male and Female|2011|||
0.2|0.6|0.4|23|VI(b) Renal carcinomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60627321|0-14|All Races|Male and Female|2011|||
2.7|3.6|3.1|193|VII Hepatic tumors|60627321|0-14|All Races|Male and Female|2011|||
2.3|3.1|2.7|164|VII(a) Hepatoblastoma|60627321|0-14|All Races|Male and Female|2011|||
0.3|0.6|0.4|25|VII(b) Hepatic carcinomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60627321|0-14|All Races|Male and Female|2011|||
6.7|8.1|7.4|446|VIII Malignant bone tumors|60627321|0-14|All Races|Male and Female|2011|||
3.6|4.7|4.1|248|VIII(a) Osteosarcomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(b) Chondrosarcomas|60627321|0-14|All Races|Male and Female|2011|||
2.4|3.3|2.8|170|VIII(c) Ewing tumor and related sarcomas of bone|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(d) Other specified malignant bone tumors|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60627321|0-14|All Races|Male and Female|2011|||
4.6|5.7|5.1|310|X Germ cell, trophoblastic tumors & neoplasms of gonads|60627321|0-14|All Races|Male and Female|2011|||
1.2|1.9|1.5|93|X(a) Intracranial & intraspinal germ cell tumors|60627321|0-14|All Races|Male and Female|2011|||
0.9|1.5|1.2|73|X(b) Malignant extracranial & extragonadal germ cell tumors|60627321|0-14|All Races|Male and Female|2011|||
1.8|2.6|2.2|131|X(c) Malignant gonadal germ cell tumors|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|X(d) Gonadal carcinomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60627321|0-14|All Races|Male and Female|2011|||
7.1|8.5|7.8|469|XI Other malignant epithelial neoplasms and malignant melanomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60627321|0-14|All Races|Male and Female|2011|||
2.8|3.8|3.3|198|XI(b) Thyroid carcinomas|60627321|0-14|All Races|Male and Female|2011|||
0.2|0.5|0.3|19|XI(c) Nasopharyngeal carcinomas|60627321|0-14|All Races|Male and Female|2011|||
1.8|2.5|2.1|127|XI(d) Malignant melanomas|60627321|0-14|All Races|Male and Female|2011|||
~|~|~|~|XI(e) Skin carcinomas|60627321|0-14|All Races|Male and Female|2011|||
1.5|2.2|1.8|108|XI(f) Other and unspecified carcinomas|60627321|0-14|All Races|Male and Female|2011|||
0.5|0.9|0.6|39|XII Other and unspecified malignant neoplasms|60627321|0-14|All Races|Male and Female|2011|||
0.2|0.4|0.3|17|XII(a) Other specified malignant tumors|60627321|0-14|All Races|Male and Female|2011|||
0.2|0.5|0.4|22|XII(b) Other unspecified malignant tumors|60627321|0-14|All Races|Male and Female|2011|||
163.5|170.0|166.7|10129|All ICCC Groups Combined|60577174|0-14|All Races|Male and Female|2012|||
49.9|53.6|51.7|3150|I Leukemias, myeloproliferative & myelodysplastic diseases|60577174|0-14|All Races|Male and Female|2012|||
38.2|41.3|39.7|2421|I(a) Lymphoid leukemias|60577174|0-14|All Races|Male and Female|2012|||
6.5|7.8|7.1|432|I(b) Acute myeloid leukemias|60577174|0-14|All Races|Male and Female|2012|||
1.2|1.9|1.5|93|I(c) Chronic myeloproliferative diseases|60577174|0-14|All Races|Male and Female|2012|||
1.3|2.0|1.6|99|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60577174|0-14|All Races|Male and Female|2012|||
1.4|2.1|1.7|105|I(e) Unspecified and other specified leukemias|60577174|0-14|All Races|Male and Female|2012|||
20.1|22.5|21.3|1286|II Lymphomas and reticuloendothelial neoplasms|60577174|0-14|All Races|Male and Female|2012|||
5.1|6.3|5.7|341|II(a) Hodgkin lymphomas|60577174|0-14|All Races|Male and Female|2012|||
6.7|8.1|7.4|447|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60577174|0-14|All Races|Male and Female|2012|||
1.9|2.7|2.3|140|II(c) Burkitt lymphoma|60577174|0-14|All Races|Male and Female|2012|||
4.9|6.1|5.5|335|II(d) Miscellaneous lymphoreticular neoplasms|60577174|0-14|All Races|Male and Female|2012|||
0.2|0.6|0.4|23|II(e) Unspecified lymphomas|60577174|0-14|All Races|Male and Female|2012|||
33.1|36.0|34.5|2096|III CNS and misc intracranial and intraspinal neoplasms|60577174|0-14|All Races|Male and Female|2012|||
2.5|3.4|2.9|179|III(a) Ependymomas and choroid plexus tumor|60577174|0-14|All Races|Male and Female|2012|||
17.0|19.2|18.1|1098|III(b) Astrocytomas|60577174|0-14|All Races|Male and Female|2012|||
6.5|7.9|7.2|436|III(c) Intracranial and intraspinal embryonal tumors|60577174|0-14|All Races|Male and Female|2012|||
4.5|5.7|5.1|309|III(d) Other gliomas|60577174|0-14|All Races|Male and Female|2012|||
0.4|0.7|0.5|32|III(e) Other specified intracranial & intraspinal neoplasms|60577174|0-14|All Races|Male and Female|2012|||
0.5|0.9|0.7|42|III(f) Unspecified intracranial and intraspinal neoplasms|60577174|0-14|All Races|Male and Female|2012|||
10.4|12.1|11.2|685|IV Neuroblastoma and other peripheral nervous cell tumors|60577174|0-14|All Races|Male and Female|2012|||
10.2|11.9|11.0|672|IV(a) Neuroblastoma and ganglioneuroblastoma|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60577174|0-14|All Races|Male and Female|2012|||
10.1|11.8|10.9|662|IX Soft tissue and other extraosseous sarcomas|60577174|0-14|All Races|Male and Female|2012|||
4.4|5.6|5.0|303|IX(a) Rhabdomyosarcomas|60577174|0-14|All Races|Male and Female|2012|||
0.9|1.4|1.1|69|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|IX(c) Kaposi sarcoma|60577174|0-14|All Races|Male and Female|2012|||
3.1|4.0|3.5|214|IX(d) Other specified soft tissue sarcomas|60577174|0-14|All Races|Male and Female|2012|||
0.9|1.5|1.2|73|IX(e) Unspecified soft tissue sarcomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|Not classified by ICCC|60577174|0-14|All Races|Male and Female|2012|||
3.8|4.9|4.3|264|V Retinoblastoma|60577174|0-14|All Races|Male and Female|2012|||
7.8|9.3|8.5|520|VI Renal tumors|60577174|0-14|All Races|Male and Female|2012|||
7.4|8.8|8.1|495|VI(a) Nephroblastoma and other nonepithelial renal tumors|60577174|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|19|VI(b) Renal carcinomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60577174|0-14|All Races|Male and Female|2012|||
2.9|3.8|3.3|202|VII Hepatic tumors|60577174|0-14|All Races|Male and Female|2012|||
2.4|3.3|2.8|173|VII(a) Hepatoblastoma|60577174|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|27|VII(b) Hepatic carcinomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60577174|0-14|All Races|Male and Female|2012|||
6.5|7.9|7.2|433|VIII Malignant bone tumors|60577174|0-14|All Races|Male and Female|2012|||
3.8|4.9|4.4|262|VIII(a) Osteosarcomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(b) Chondrosarcomas|60577174|0-14|All Races|Male and Female|2012|||
1.8|2.6|2.2|133|VIII(c) Ewing tumor and related sarcomas of bone|60577174|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|19|VIII(d) Other specified malignant bone tumors|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60577174|0-14|All Races|Male and Female|2012|||
4.5|5.7|5.1|307|X Germ cell, trophoblastic tumors & neoplasms of gonads|60577174|0-14|All Races|Male and Female|2012|||
1.1|1.7|1.4|84|X(a) Intracranial & intraspinal germ cell tumors|60577174|0-14|All Races|Male and Female|2012|||
1.1|1.8|1.4|87|X(b) Malignant extracranial & extragonadal germ cell tumors|60577174|0-14|All Races|Male and Female|2012|||
1.7|2.4|2.0|122|X(c) Malignant gonadal germ cell tumors|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(d) Gonadal carcinomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60577174|0-14|All Races|Male and Female|2012|||
7.0|8.4|7.7|465|XI Other malignant epithelial neoplasms and malignant melanomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60577174|0-14|All Races|Male and Female|2012|||
2.8|3.8|3.3|198|XI(b) Thyroid carcinomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|60577174|0-14|All Races|Male and Female|2012|||
1.6|2.4|2.0|119|XI(d) Malignant melanomas|60577174|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(e) Skin carcinomas|60577174|0-14|All Races|Male and Female|2012|||
1.6|2.3|1.9|117|XI(f) Other and unspecified carcinomas|60577174|0-14|All Races|Male and Female|2012|||
0.6|1.0|0.8|46|XII Other and unspecified malignant neoplasms|60577174|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.4|22|XII(a) Other specified malignant tumors|60577174|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|24|XII(b) Other unspecified malignant tumors|60577174|0-14|All Races|Male and Female|2012|||
164.5|171.0|167.7|10172|All ICCC Groups Combined|60552670|0-14|All Races|Male and Female|2013|||
48.3|51.9|50.0|3039|I Leukemias, myeloproliferative & myelodysplastic diseases|60552670|0-14|All Races|Male and Female|2013|||
35.7|38.8|37.2|2262|I(a) Lymphoid leukemias|60552670|0-14|All Races|Male and Female|2013|||
7.1|8.5|7.8|472|I(b) Acute myeloid leukemias|60552670|0-14|All Races|Male and Female|2013|||
1.3|1.9|1.6|95|I(c) Chronic myeloproliferative diseases|60552670|0-14|All Races|Male and Female|2013|||
1.1|1.7|1.4|83|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60552670|0-14|All Races|Male and Female|2013|||
1.7|2.5|2.1|127|I(e) Unspecified and other specified leukemias|60552670|0-14|All Races|Male and Female|2013|||
20.0|22.4|21.2|1282|II Lymphomas and reticuloendothelial neoplasms|60552670|0-14|All Races|Male and Female|2013|||
4.9|6.0|5.4|327|II(a) Hodgkin lymphomas|60552670|0-14|All Races|Male and Female|2013|||
6.6|8.0|7.3|440|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60552670|0-14|All Races|Male and Female|2013|||
2.0|2.7|2.3|141|II(c) Burkitt lymphoma|60552670|0-14|All Races|Male and Female|2013|||
