AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.8|0.9|0.8|Malignant|358|42609915|Male|Pilocytic astrocytoma|2009|0.8|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|209926607|Male|Pilocytic astrocytoma|2009-2013|~|~|~
0-19|0.9|1.0|0.9|Malignant|1902|209926607|Male|Pilocytic astrocytoma|2009-2013|0.9|0.9|0.9
0-19|~|~|~|Benign/Borderline|~|42551070|Male|Pilocytic astrocytoma|2010|~|~|~
0-19|0.8|0.9|0.9|Malignant|363|42551070|Male|Pilocytic astrocytoma|2010|0.8|0.9|0.9
0-19|~|~|~|Benign/Borderline|~|42005181|Male|Pilocytic astrocytoma|2011|~|~|~
0-19|0.8|1.0|0.9|Malignant|378|42005181|Male|Pilocytic astrocytoma|2011|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|41820286|Male|Pilocytic astrocytoma|2012|~|~|~
0-19|0.9|1.1|1.0|Malignant|408|41820286|Male|Pilocytic astrocytoma|2012|0.9|1.1|1.0
0-19|~|~|~|Benign/Borderline|~|41693957|Male|Pilocytic astrocytoma|2013|~|~|~
0-19|0.9|1.1|1.0|Malignant|402|41693957|Male|Pilocytic astrocytoma|2013|0.9|1.1|1.0
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Pineal parenchymal|2004|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|41889233|Male|Pineal parenchymal|2004|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Pineal parenchymal|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Pineal parenchymal|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Pineal parenchymal|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|42367071|Male|Pineal parenchymal|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Pineal parenchymal|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|42541971|Male|Pineal parenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|209926607|Male|Pineal parenchymal|2009-2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|78|209926607|Male|Pineal parenchymal|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|42551070|Male|Pineal parenchymal|2010|~|~|~
0-19|~|~|~|Malignant|~|42551070|Male|Pineal parenchymal|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42005181|Male|Pineal parenchymal|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|42005181|Male|Pineal parenchymal|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41820286|Male|Pineal parenchymal|2012|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|41820286|Male|Pineal parenchymal|2012|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41693957|Male|Pineal parenchymal|2013|~|~|~
0-19|~|~|~|Malignant|~|41693957|Male|Pineal parenchymal|2013|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|83|41889233|Male|Pituitary|2004|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Pituitary|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|117|42006384|Male|Pituitary|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42006384|Male|Pituitary|2005|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|90|42158997|Male|Pituitary|2006|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42158997|Male|Pituitary|2006|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|115|42367071|Male|Pituitary|2007|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42367071|Male|Pituitary|2007|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|125|42541971|Male|Pituitary|2008|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|42541971|Male|Pituitary|2008|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|149|42609915|Male|Pituitary|2009|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42609915|Male|Pituitary|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|705|209926607|Male|Pituitary|2009-2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|209926607|Male|Pituitary|2009-2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|128|42551070|Male|Pituitary|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42551070|Male|Pituitary|2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|138|42005181|Male|Pituitary|2011|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42005181|Male|Pituitary|2011|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|158|41820286|Male|Pituitary|2012|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|41820286|Male|Pituitary|2012|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|133|41693957|Male|Pituitary|2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41693957|Male|Pituitary|2013|~|~|~
0-19|1.5|1.7|1.6|Benign/Borderline|665|41889233|Male|Total|2004|1.5|1.7|1.6
0-19|3.4|3.8|3.6|Malignant|1493|41889233|Male|Total|2004|3.4|3.7|3.6
0-19|1.7|1.9|1.8|Benign/Borderline|764|42006384|Male|Total|2005|1.7|2.0|1.8
0-19|3.2|3.6|3.4|Malignant|1412|42006384|Male|Total|2005|3.2|3.5|3.4
0-19|1.7|2.0|1.8|Benign/Borderline|780|42158997|Male|Total|2006|1.7|2.0|1.9
0-19|3.4|3.7|3.6|Malignant|1494|42158997|Male|Total|2006|3.4|3.7|3.5
0-19|1.8|2.0|1.9|Benign/Borderline|818|42367071|Male|Total|2007|1.8|2.1|1.9
0-19|3.4|3.8|3.6|Malignant|1506|42367071|Male|Total|2007|3.4|3.7|3.6
0-19|1.8|2.0|1.9|Benign/Borderline|811|42541971|Male|Total|2008|1.8|2.0|1.9
0-19|3.5|3.9|3.7|Malignant|1582|42541971|Male|Total|2008|3.5|3.9|3.7
0-19|2.0|2.2|2.1|Benign/Borderline|905|42609915|Male|Total|2009|2.0|2.3|2.1
0-19|3.4|3.8|3.6|Malignant|1540|42609915|Male|Total|2009|3.4|3.8|3.6
0-19|2.0|2.2|2.1|Benign/Borderline|4419|209926607|Male|Total|2009-2013|2.0|2.2|2.1
0-19|3.6|3.8|3.7|Malignant|7697|209926607|Male|Total|2009-2013|3.6|3.7|3.7
0-19|1.9|2.1|2.0|Benign/Borderline|850|42551070|Male|Total|2010|1.9|2.1|2.0
0-19|3.5|3.9|3.7|Malignant|1573|42551070|Male|Total|2010|3.5|3.9|3.7
0-19|1.9|2.2|2.1|Benign/Borderline|878|42005181|Male|Total|2011|2.0|2.2|2.1
0-19|3.5|3.8|3.6|Malignant|1531|42005181|Male|Total|2011|3.5|3.8|3.6
0-19|2.1|2.4|2.2|Benign/Borderline|931|41820286|Male|Total|2012|2.1|2.4|2.2
0-19|3.6|3.9|3.7|Malignant|1564|41820286|Male|Total|2012|3.6|3.9|3.7
0-19|1.9|2.2|2.1|Benign/Borderline|858|41693957|Male|Total|2013|1.9|2.2|2.1
0-19|3.4|3.8|3.6|Malignant|1509|41693957|Male|Total|2013|3.4|3.8|3.6
0-19|0.2|0.4|0.3|Benign/Borderline|123|41889233|Male|Tumors of Cranial and Spinal Nerves|2004|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of Cranial and Spinal Nerves|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|119|42006384|Male|Tumors of Cranial and Spinal Nerves|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of Cranial and Spinal Nerves|2005|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|165|42158997|Male|Tumors of Cranial and Spinal Nerves|2006|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of Cranial and Spinal Nerves|2006|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|150|42367071|Male|Tumors of Cranial and Spinal Nerves|2007|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of Cranial and Spinal Nerves|2007|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|135|42541971|Male|Tumors of Cranial and Spinal Nerves|2008|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of Cranial and Spinal Nerves|2008|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|146|42609915|Male|Tumors of Cranial and Spinal Nerves|2009|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of Cranial and Spinal Nerves|2009|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|670|209926607|Male|Tumors of Cranial and Spinal Nerves|2009-2013|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|209926607|Male|Tumors of Cranial and Spinal Nerves|2009-2013|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|129|42551070|Male|Tumors of Cranial and Spinal Nerves|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42551070|Male|Tumors of Cranial and Spinal Nerves|2010|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|125|42005181|Male|Tumors of Cranial and Spinal Nerves|2011|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|42005181|Male|Tumors of Cranial and Spinal Nerves|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|141|41820286|Male|Tumors of Cranial and Spinal Nerves|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41820286|Male|Tumors of Cranial and Spinal Nerves|2012|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|130|41693957|Male|Tumors of Cranial and Spinal Nerves|2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41693957|Male|Tumors of Cranial and Spinal Nerves|2013|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|227|41889233|Male|Tumors of Neuroepthelial Tissue|2004|0.5|0.6|0.5
0-19|3.1|3.4|3.3|Malignant|1354|41889233|Male|Tumors of Neuroepthelial Tissue|2004|3.1|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|258|42006384|Male|Tumors of Neuroepthelial Tissue|2005|0.5|0.7|0.6
0-19|2.9|3.2|3.1|Malignant|1281|42006384|Male|Tumors of Neuroepthelial Tissue|2005|2.9|3.2|3.0
0-19|0.5|0.7|0.6|Benign/Borderline|256|42158997|Male|Tumors of Neuroepthelial Tissue|2006|0.5|0.7|0.6
0-19|3.0|3.4|3.2|Malignant|1344|42158997|Male|Tumors of Neuroepthelial Tissue|2006|3.0|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|262|42367071|Male|Tumors of Neuroepthelial Tissue|2007|0.5|0.7|0.6
0-19|3.1|3.4|3.2|Malignant|1360|42367071|Male|Tumors of Neuroepthelial Tissue|2007|3.0|3.4|3.2
0-19|0.6|0.7|0.6|Benign/Borderline|268|42541971|Male|Tumors of Neuroepthelial Tissue|2008|0.6|0.7|0.6
0-19|3.2|3.5|3.4|Malignant|1419|42541971|Male|Tumors of Neuroepthelial Tissue|2008|3.2|3.5|3.3
0-19|0.6|0.7|0.6|Benign/Borderline|267|42609915|Male|Tumors of Neuroepthelial Tissue|2009|0.6|0.7|0.6
0-19|3.1|3.5|3.3|Malignant|1396|42609915|Male|Tumors of Neuroepthelial Tissue|2009|3.1|3.5|3.3
0-19|0.6|0.7|0.7|Benign/Borderline|1412|209926607|Male|Tumors of Neuroepthelial Tissue|2009-2013|0.6|0.7|0.7
0-19|3.2|3.4|3.3|Malignant|6950|209926607|Male|Tumors of Neuroepthelial Tissue|2009-2013|3.2|3.4|3.3
0-19|0.6|0.7|0.7|Benign/Borderline|276|42551070|Male|Tumors of Neuroepthelial Tissue|2010|0.6|0.7|0.6
0-19|3.2|3.5|3.3|Malignant|1418|42551070|Male|Tumors of Neuroepthelial Tissue|2010|3.2|3.5|3.3
0-19|0.6|0.8|0.7|Benign/Borderline|287|42005181|Male|Tumors of Neuroepthelial Tissue|2011|0.6|0.8|0.7
0-19|3.2|3.5|3.3|Malignant|1397|42005181|Male|Tumors of Neuroepthelial Tissue|2011|3.2|3.5|3.3
0-19|0.6|0.8|0.7|Benign/Borderline|300|41820286|Male|Tumors of Neuroepthelial Tissue|2012|0.6|0.8|0.7
0-19|3.2|3.5|3.4|Malignant|1400|41820286|Male|Tumors of Neuroepthelial Tissue|2012|3.2|3.5|3.3
0-19|0.6|0.8|0.7|Benign/Borderline|283|41693957|Male|Tumors of Neuroepthelial Tissue|2013|0.6|0.8|0.7
0-19|3.1|3.4|3.3|Malignant|1357|41693957|Male|Tumors of Neuroepthelial Tissue|2013|3.1|3.4|3.3
0-19|0.3|0.5|0.4|Benign/Borderline|166|41889233|Male|Tumors of Sellar Region|2004|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of Sellar Region|2004|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|209|42006384|Male|Tumors of Sellar Region|2005|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of Sellar Region|2005|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|168|42158997|Male|Tumors of Sellar Region|2006|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of Sellar Region|2006|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|199|42367071|Male|Tumors of Sellar Region|2007|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of Sellar Region|2007|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|218|42541971|Male|Tumors of Sellar Region|2008|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of Sellar Region|2008|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|229|42609915|Male|Tumors of Sellar Region|2009|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of Sellar Region|2009|~|~|~
0-19|0.5|0.5|0.5|Benign/Borderline|1097|209926607|Male|Tumors of Sellar Region|2009-2013|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|209926607|Male|Tumors of Sellar Region|2009-2013|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|209|42551070|Male|Tumors of Sellar Region|2010|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42551070|Male|Tumors of Sellar Region|2010|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|207|42005181|Male|Tumors of Sellar Region|2011|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42005181|Male|Tumors of Sellar Region|2011|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|236|41820286|Male|Tumors of Sellar Region|2012|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|41820286|Male|Tumors of Sellar Region|2012|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|217|41693957|Male|Tumors of Sellar Region|2013|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|41693957|Male|Tumors of Sellar Region|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|76|41889233|Male|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|84|42006384|Male|Tumors of the Meninges|2005|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of the Meninges|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|84|42158997|Male|Tumors of the Meninges|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of the Meninges|2006|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|77|42367071|Male|Tumors of the Meninges|2007|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|87|42541971|Male|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|93|42609915|Male|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of the Meninges|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|519|209926607|Male|Tumors of the Meninges|2009-2013|0.2|0.3|0.2
0-19|0.0|0.0|0.0|Malignant|57|209926607|Male|Tumors of the Meninges|2009-2013|0.0|0.0|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|90|42551070|Male|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42551070|Male|Tumors of the Meninges|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|119|42005181|Male|Tumors of the Meninges|2011|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42005181|Male|Tumors of the Meninges|2011|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|120|41820286|Male|Tumors of the Meninges|2012|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41820286|Male|Tumors of the Meninges|2012|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|97|41693957|Male|Tumors of the Meninges|2013|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41693957|Male|Tumors of the Meninges|2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|56|41889233|Male|Unclassified Tumors|2004|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Unclassified Tumors|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|73|42006384|Male|Unclassified Tumors|2005|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|18|42006384|Male|Unclassified Tumors|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|80|42158997|Male|Unclassified Tumors|2006|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|26|42158997|Male|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|113|42367071|Male|Unclassified Tumors|2007|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|27|42367071|Male|Unclassified Tumors|2007|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Benign/Borderline|82|42541971|Male|Unclassified Tumors|2008|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|42541971|Male|Unclassified Tumors|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|145|42609915|Male|Unclassified Tumors|2009|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|23|42609915|Male|Unclassified Tumors|2009|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Benign/Borderline|618|209926607|Male|Unclassified Tumors|2009-2013|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|107|209926607|Male|Unclassified Tumors|2009-2013|0.0|0.1|0.1
0-19|0.2|0.4|0.3|Benign/Borderline|126|42551070|Male|Unclassified Tumors|2010|0.2|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|18|42551070|Male|Unclassified Tumors|2010|0.0|0.1|0.0
0-19|0.2|0.4|0.3|Benign/Borderline|127|42005181|Male|Unclassified Tumors|2011|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|17|42005181|Male|Unclassified Tumors|2011|0.0|0.1|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|112|41820286|Male|Unclassified Tumors|2012|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|30|41820286|Male|Unclassified Tumors|2012|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|108|41693957|Male|Unclassified Tumors|2013|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|19|41693957|Male|Unclassified Tumors|2013|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|30|41889233|Male|Unique astrocytoma variants|2004|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Unique astrocytoma variants|2004|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|42006384|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Unique astrocytoma variants|2005|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|29|42367071|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|22|42367071|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|38|42541971|Male|Unique astrocytoma variants|2008|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|42541971|Male|Unique astrocytoma variants|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|39|42609915|Male|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|42609915|Male|Unique astrocytoma variants|2009|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|157|209926607|Male|Unique astrocytoma variants|2009-2013|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|113|209926607|Male|Unique astrocytoma variants|2009-2013|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|27|42551070|Male|Unique astrocytoma variants|2010|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|42551070|Male|Unique astrocytoma variants|2010|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|42005181|Male|Unique astrocytoma variants|2011|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|25|42005181|Male|Unique astrocytoma variants|2011|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|29|41820286|Male|Unique astrocytoma variants|2012|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|41820286|Male|Unique astrocytoma variants|2012|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|30|41693957|Male|Unique astrocytoma variants|2013|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|25|41693957|Male|Unique astrocytoma variants|2013|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Malignant|~|83280391|Male and Female|All other|2009|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|35|410461980|Male and Female|All other|2009-2013|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Malignant|60|410461980|Male and Female|All other|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|83185431|Male and Female|All other|2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|23|83185431|Male and Female|All other|2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82115497|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Malignant|~|82115497|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|81779507|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Malignant|~|81779507|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|81571493|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Malignant|~|81571493|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic astrocytoma|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|70|81754354|Male and Female|Anaplastic astrocytoma|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic astrocytoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|61|82005260|Male and Female|Anaplastic astrocytoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic astrocytoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|65|82324418|Male and Female|Anaplastic astrocytoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic astrocytoma|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|84|82749431|Male and Female|Anaplastic astrocytoma|2007|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic astrocytoma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|74|83118264|Male and Female|Anaplastic astrocytoma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic astrocytoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|69|83280391|Male and Female|Anaplastic astrocytoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|410461980|Male and Female|Anaplastic astrocytoma|2009-2013|~|~|~
0-19|0.1|0.1|0.1|Malignant|381|410461980|Male and Female|Anaplastic astrocytoma|2009-2013|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83185431|Male and Female|Anaplastic astrocytoma|2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|82|83185431|Male and Female|Anaplastic astrocytoma|2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82115497|Male and Female|Anaplastic astrocytoma|2011|~|~|~
0-19|0.1|0.1|0.1|Malignant|74|82115497|Male and Female|Anaplastic astrocytoma|2011|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81779507|Male and Female|Anaplastic astrocytoma|2012|~|~|~
0-19|0.1|0.1|0.1|Malignant|66|81779507|Male and Female|Anaplastic astrocytoma|2012|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81571493|Male and Female|Anaplastic astrocytoma|2013|~|~|~
0-19|0.1|0.1|0.1|Malignant|91|81571493|Male and Female|Anaplastic astrocytoma|2013|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
