AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|18767324|2002
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3729412|2002
1-4|18.2|22.9|20.5|299|IV Neuroblastoma and other peripheral nervous cell tumors|14606253|2002
10-14|0.9|2.0|1.3|27|IV Neuroblastoma and other peripheral nervous cell tumors|20081163|2002
15-19|0.5|1.3|0.8|16|IV Neuroblastoma and other peripheral nervous cell tumors|19446561|2002
5-9|3.2|5.1|4.0|76|IV Neuroblastoma and other peripheral nervous cell tumors|18767324|2002
<1|53.5|69.6|61.1|228|IV Neuroblastoma and other peripheral nervous cell tumors|3729412|2002
1-4|18.1|22.8|20.3|297|IV(a) Neuroblastoma and ganglioneuroblastoma|14606253|2002
10-14|0.8|1.8|1.2|24|IV(a) Neuroblastoma and ganglioneuroblastoma|20081163|2002
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|19446561|2002
5-9|3.0|4.9|3.9|73|IV(a) Neuroblastoma and ganglioneuroblastoma|18767324|2002
<1|53.5|69.6|61.1|228|IV(a) Neuroblastoma and ganglioneuroblastoma|3729412|2002
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|14606253|2002
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20081163|2002
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19446561|2002
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|18767324|2002
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3729412|2002
1-4|9.7|13.2|11.4|166|IX Soft tissue and other extraosseous sarcomas|14606253|2002
10-14|9.9|12.9|11.3|227|IX Soft tissue and other extraosseous sarcomas|20081163|2002
15-19|12.9|16.3|14.5|282|IX Soft tissue and other extraosseous sarcomas|19446561|2002
5-9|8.1|10.9|9.4|177|IX Soft tissue and other extraosseous sarcomas|18767324|2002
<1|12.7|21.3|16.6|62|IX Soft tissue and other extraosseous sarcomas|3729412|2002
1-4|7.1|10.1|8.5|124|IX(a) Rhabdomyosarcomas|14606253|2002
10-14|2.5|4.1|3.2|64|IX(a) Rhabdomyosarcomas|20081163|2002
15-19|2.6|4.3|3.4|66|IX(a) Rhabdomyosarcomas|19446561|2002
5-9|4.2|6.4|5.2|98|IX(a) Rhabdomyosarcomas|18767324|2002
<1|4.6|10.2|7.0|26|IX(a) Rhabdomyosarcomas|3729412|2002
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|14606253|2002
10-14|0.8|1.9|1.3|26|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20081163|2002
15-19|0.8|1.8|1.2|24|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19446561|2002
5-9|0.5|1.5|0.9|17|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|18767324|2002
<1|3.3|8.3|5.4|20|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3729412|2002
1-4|~|~|~|~|IX(c) Kaposi sarcoma|14606253|2002
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20081163|2002
15-19|~|~|~|~|IX(c) Kaposi sarcoma|19446561|2002
5-9|~|~|~|~|IX(c) Kaposi sarcoma|18767324|2002
<1|~|~|~|~|IX(c) Kaposi sarcoma|3729412|2002
1-4|1.2|2.6|1.8|26|IX(d) Other specified soft tissue sarcomas|14606253|2002
10-14|4.5|6.6|5.5|110|IX(d) Other specified soft tissue sarcomas|20081163|2002
15-19|7.4|10.1|8.7|169|IX(d) Other specified soft tissue sarcomas|19446561|2002
5-9|1.9|3.5|2.6|49|IX(d) Other specified soft tissue sarcomas|18767324|2002
<1|~|~|~|~|IX(d) Other specified soft tissue sarcomas|3729412|2002
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|14606253|2002
10-14|0.9|2.0|1.3|27|IX(e) Unspecified soft tissue sarcomas|20081163|2002
15-19|0.7|1.8|1.2|23|IX(e) Unspecified soft tissue sarcomas|19446561|2002
5-9|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|18767324|2002
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3729412|2002
1-4|~|~|~|~|Not classified by ICCC|14606253|2002
10-14|~|~|~|~|Not classified by ICCC|20081163|2002
15-19|~|~|~|~|Not classified by ICCC|19446561|2002
5-9|~|~|~|~|Not classified by ICCC|18767324|2002
<1|~|~|~|~|Not classified by ICCC|3729412|2002
1-4|7.0|10.0|8.4|123|V Retinoblastoma|14606253|2002
10-14|~|~|~|~|V Retinoblastoma|20081163|2002
15-19|~|~|~|~|V Retinoblastoma|19446561|2002
5-9|~|~|~|~|V Retinoblastoma|18767324|2002
<1|18.9|29.1|23.6|88|V Retinoblastoma|3729412|2002
1-4|17.4|22.1|19.6|287|VI Renal tumors|14606253|2002
10-14|0.7|1.7|1.1|22|VI Renal tumors|20081163|2002
15-19|0.8|1.8|1.2|24|VI Renal tumors|19446561|2002
5-9|3.9|5.9|4.8|90|VI Renal tumors|18767324|2002
<1|14.4|23.4|18.5|69|VI Renal tumors|3729412|2002
1-4|17.3|21.9|19.5|285|VI(a) Nephroblastoma and other nonepithelial renal tumors|14606253|2002
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20081163|2002
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|19446561|2002
5-9|3.7|5.7|4.6|86|VI(a) Nephroblastoma and other nonepithelial renal tumors|18767324|2002
<1|14.4|23.4|18.5|69|VI(a) Nephroblastoma and other nonepithelial renal tumors|3729412|2002
1-4|~|~|~|~|VI(b) Renal carcinomas|14606253|2002
10-14|~|~|~|~|VI(b) Renal carcinomas|20081163|2002
15-19|0.7|1.7|1.1|21|VI(b) Renal carcinomas|19446561|2002
5-9|~|~|~|~|VI(b) Renal carcinomas|18767324|2002
<1|~|~|~|~|VI(b) Renal carcinomas|3729412|2002
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|14606253|2002
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20081163|2002
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|19446561|2002
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|18767324|2002
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3729412|2002
1-4|3.2|5.4|4.2|61|VII Hepatic tumors|14606253|2002
10-14|~|~|~|~|VII Hepatic tumors|20081163|2002
15-19|0.6|1.5|1.0|19|VII Hepatic tumors|19446561|2002
5-9|~|~|~|~|VII Hepatic tumors|18767324|2002
<1|4.8|10.5|7.2|27|VII Hepatic tumors|3729412|2002
1-4|3.0|5.1|4.0|58|VII(a) Hepatoblastoma|14606253|2002
10-14|~|~|~|~|VII(a) Hepatoblastoma|20081163|2002
15-19|~|~|~|~|VII(a) Hepatoblastoma|19446561|2002
5-9|~|~|~|~|VII(a) Hepatoblastoma|18767324|2002
<1|4.6|10.2|7.0|26|VII(a) Hepatoblastoma|3729412|2002
1-4|~|~|~|~|VII(b) Hepatic carcinomas|14606253|2002
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20081163|2002
15-19|0.5|1.5|0.9|18|VII(b) Hepatic carcinomas|19446561|2002
5-9|~|~|~|~|VII(b) Hepatic carcinomas|18767324|2002
<1|~|~|~|~|VII(b) Hepatic carcinomas|3729412|2002
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|14606253|2002
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20081163|2002
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19446561|2002
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|18767324|2002
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3729412|2002
1-4|1.1|2.5|1.7|25|VIII Malignant bone tumors|14606253|2002
10-14|11.6|14.8|13.1|263|VIII Malignant bone tumors|20081163|2002
15-19|14.0|17.6|15.7|306|VIII Malignant bone tumors|19446561|2002
5-9|5.2|7.5|6.2|117|VIII Malignant bone tumors|18767324|2002
<1|~|~|~|~|VIII Malignant bone tumors|3729412|2002
1-4|~|~|~|~|VIII(a) Osteosarcomas|14606253|2002
10-14|6.6|9.1|7.8|157|VIII(a) Osteosarcomas|20081163|2002
15-19|7.2|9.8|8.4|164|VIII(a) Osteosarcomas|19446561|2002
5-9|2.2|3.8|2.9|55|VIII(a) Osteosarcomas|18767324|2002
<1|~|~|~|~|VIII(a) Osteosarcomas|3729412|2002
1-4|~|~|~|~|VIII(b) Chondrosarcomas|14606253|2002
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20081163|2002
15-19|1.0|2.2|1.5|30|VIII(b) Chondrosarcomas|19446561|2002
5-9|~|~|~|~|VIII(b) Chondrosarcomas|18767324|2002
<1|~|~|~|~|VIII(b) Chondrosarcomas|3729412|2002
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|14606253|2002
10-14|3.2|5.1|4.1|82|VIII(c) Ewing tumor and related sarcomas of bone|20081163|2002
15-19|3.7|5.6|4.6|89|VIII(c) Ewing tumor and related sarcomas of bone|19446561|2002
5-9|2.2|3.8|2.9|55|VIII(c) Ewing tumor and related sarcomas of bone|18767324|2002
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3729412|2002
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|14606253|2002
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20081163|2002
15-19|0.6|1.6|1.0|20|VIII(d) Other specified malignant bone tumors|19446561|2002
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|18767324|2002
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3729412|2002
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|14606253|2002
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20081163|2002
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19446561|2002
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|18767324|2002
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3729412|2002
1-4|2.4|4.3|3.2|47|X Germ cell, trophoblastic tumors & neoplasms of gonads|14606253|2002
10-14|5.5|7.8|6.6|132|X Germ cell, trophoblastic tumors & neoplasms of gonads|20081163|2002
15-19|26.1|30.9|28.4|552|X Germ cell, trophoblastic tumors & neoplasms of gonads|19446561|2002
5-9|1.9|3.5|2.6|49|X Germ cell, trophoblastic tumors & neoplasms of gonads|18767324|2002
<1|18.4|28.5|23.1|86|X Germ cell, trophoblastic tumors & neoplasms of gonads|3729412|2002
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|14606253|2002
10-14|2.0|3.5|2.7|54|X(a) Intracranial & intraspinal germ cell tumors|20081163|2002
15-19|1.7|3.1|2.3|45|X(a) Intracranial & intraspinal germ cell tumors|19446561|2002
5-9|0.7|1.7|1.1|21|X(a) Intracranial & intraspinal germ cell tumors|18767324|2002
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3729412|2002
1-4|0.8|2.0|1.3|19|X(b) Malignant extracranial & extragonadal germ cell tumors|14606253|2002
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20081163|2002
15-19|1.3|2.6|1.9|37|X(b) Malignant extracranial & extragonadal germ cell tumors|19446561|2002
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|18767324|2002
<1|12.3|20.7|16.1|60|X(b) Malignant extracranial & extragonadal germ cell tumors|3729412|2002
1-4|1.0|2.4|1.6|23|X(c) Malignant gonadal germ cell tumors|14606253|2002
10-14|2.5|4.1|3.2|64|X(c) Malignant gonadal germ cell tumors|20081163|2002
15-19|20.1|24.4|22.2|431|X(c) Malignant gonadal germ cell tumors|19446561|2002
5-9|0.8|1.9|1.3|24|X(c) Malignant gonadal germ cell tumors|18767324|2002
<1|3.1|8.0|5.1|19|X(c) Malignant gonadal germ cell tumors|3729412|2002
1-4|~|~|~|~|X(d) Gonadal carcinomas|14606253|2002
10-14|~|~|~|~|X(d) Gonadal carcinomas|20081163|2002
15-19|0.7|1.7|1.1|21|X(d) Gonadal carcinomas|19446561|2002
5-9|~|~|~|~|X(d) Gonadal carcinomas|18767324|2002
<1|~|~|~|~|X(d) Gonadal carcinomas|3729412|2002
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|14606253|2002
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20081163|2002
15-19|0.5|1.5|0.9|18|X(e) Other and unspecified malignant gonadal tumors|19446561|2002
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|18767324|2002
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3729412|2002
1-4|1.5|3.1|2.2|32|XI Other malignant epithelial neoplasms and malignant melanomas|14606253|2002
10-14|11.8|15.1|13.4|269|XI Other malignant epithelial neoplasms and malignant melanomas|20081163|2002
15-19|46.5|52.9|49.6|965|XI Other malignant epithelial neoplasms and malignant melanomas|19446561|2002
5-9|3.2|5.1|4.0|76|XI Other malignant epithelial neoplasms and malignant melanomas|18767324|2002
<1|~|~|~|~|XI Other malignant epithelial neoplasms and malignant melanomas|3729412|2002
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|14606253|2002
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20081163|2002
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|19446561|2002
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|18767324|2002
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3729412|2002
1-4|~|~|~|~|XI(b) Thyroid carcinomas|14606253|2002
10-14|3.6|5.5|4.5|90|XI(b) Thyroid carcinomas|20081163|2002
15-19|15.1|18.8|16.9|329|XI(b) Thyroid carcinomas|19446561|2002
5-9|0.7|1.6|1.1|20|XI(b) Thyroid carcinomas|18767324|2002
<1|~|~|~|~|XI(b) Thyroid carcinomas|3729412|2002
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|14606253|2002
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20081163|2002
15-19|1.3|2.6|1.9|36|XI(c) Nasopharyngeal carcinomas|19446561|2002
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|18767324|2002
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3729412|2002
1-4|0.7|1.9|1.2|17|XI(d) Malignant melanomas|14606253|2002
10-14|3.2|5.0|4.0|81|XI(d) Malignant melanomas|20081163|2002
15-19|17.6|21.6|19.5|380|XI(d) Malignant melanomas|19446561|2002
5-9|1.2|2.5|1.8|33|XI(d) Malignant melanomas|18767324|2002
<1|~|~|~|~|XI(d) Malignant melanomas|3729412|2002
1-4|~|~|~|~|XI(e) Skin carcinomas|14606253|2002
10-14|~|~|~|~|XI(e) Skin carcinomas|20081163|2002
15-19|~|~|~|~|XI(e) Skin carcinomas|19446561|2002
5-9|~|~|~|~|XI(e) Skin carcinomas|18767324|2002
<1|~|~|~|~|XI(e) Skin carcinomas|3729412|2002
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|14606253|2002
10-14|3.1|4.8|3.9|78|XI(f) Other and unspecified carcinomas|20081163|2002
15-19|9.6|12.6|11.0|214|XI(f) Other and unspecified carcinomas|19446561|2002
5-9|0.5|1.4|0.9|16|XI(f) Other and unspecified carcinomas|18767324|2002
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3729412|2002
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|14606253|2002
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20081163|2002
15-19|1.2|2.4|1.7|34|XII Other and unspecified malignant neoplasms|19446561|2002
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|18767324|2002
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3729412|2002
1-4|~|~|~|~|XII(a) Other specified malignant tumors|14606253|2002
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20081163|2002
15-19|~|~|~|~|XII(a) Other specified malignant tumors|19446561|2002
5-9|~|~|~|~|XII(a) Other specified malignant tumors|18767324|2002
<1|~|~|~|~|XII(a) Other specified malignant tumors|3729412|2002
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|14606253|2002
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20081163|2002
15-19|0.6|1.5|1.0|19|XII(b) Other unspecified malignant tumors|19446561|2002
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|18767324|2002
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3729412|2002
1-4|200.9|215.3|208.0|3248|All ICCC Groups Combined|15616575|2003
10-14|122.7|132.3|127.4|2729|All ICCC Groups Combined|21415353|2003
15-19|206.3|218.8|212.5|4419|All ICCC Groups Combined|20797166|2003
5-9|109.5|119.0|114.2|2241|All ICCC Groups Combined|19620851|2003
<1|239.3|271.0|254.8|1013|All ICCC Groups Combined|3975871|2003
1-4|78.6|87.7|83.1|1297|I Leukemias, myeloproliferative & myelodysplastic diseases|15616575|2003
10-14|25.5|30.0|27.7|593|I Leukemias, myeloproliferative & myelodysplastic diseases|21415353|2003
15-19|28.2|33.0|30.5|634|I Leukemias, myeloproliferative & myelodysplastic diseases|20797166|2003
5-9|37.0|42.6|39.8|780|I Leukemias, myeloproliferative & myelodysplastic diseases|19620851|2003
<1|45.0|59.4|51.8|206|I Leukemias, myeloproliferative & myelodysplastic diseases|3975871|2003
1-4|64.4|72.7|68.5|1069|I(a) Lymphoid leukemias|15616575|2003
10-14|15.7|19.3|17.5|374|I(a) Lymphoid leukemias|21415353|2003
15-19|13.3|16.7|14.9|310|I(a) Lymphoid leukemias|20797166|2003
5-9|30.4|35.5|32.9|645|I(a) Lymphoid leukemias|19620851|2003
<1|15.5|24.5|19.6|78|I(a) Lymphoid leukemias|3975871|2003
1-4|8.3|11.5|9.8|153|I(b) Acute myeloid leukemias|15616575|2003
10-14|5.7|7.9|6.7|144|I(b) Acute myeloid leukemias|21415353|2003
15-19|7.5|10.1|8.8|182|I(b) Acute myeloid leukemias|20797166|2003
5-9|3.6|5.5|4.5|88|I(b) Acute myeloid leukemias|19620851|2003
<1|13.9|22.5|17.9|71|I(b) Acute myeloid leukemias|3975871|2003
1-4|~|~|~|~|I(c) Chronic myeloproliferative diseases|15616575|2003
10-14|0.9|2.0|1.4|30|I(c) Chronic myeloproliferative diseases|21415353|2003
15-19|3.6|5.5|4.5|93|I(c) Chronic myeloproliferative diseases|20797166|2003
5-9|0.7|1.6|1.1|21|I(c) Chronic myeloproliferative diseases|19620851|2003
<1|3.7|8.7|5.8|23|I(c) Chronic myeloproliferative diseases|3975871|2003
1-4|2.0|3.7|2.8|43|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15616575|2003
10-14|1.0|2.1|1.5|32|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21415353|2003
15-19|0.8|1.8|1.2|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20797166|2003
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19620851|2003
<1|2.9|7.5|4.8|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3975871|2003
1-4|0.7|1.8|1.2|18|I(e) Unspecified and other specified leukemias|15616575|2003
10-14|~|~|~|~|I(e) Unspecified and other specified leukemias|21415353|2003
15-19|0.7|1.7|1.2|24|I(e) Unspecified and other specified leukemias|20797166|2003
5-9|~|~|~|~|I(e) Unspecified and other specified leukemias|19620851|2003
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3975871|2003
1-4|9.3|12.6|10.8|169|II Lymphomas and reticuloendothelial neoplasms|15616575|2003
10-14|20.5|24.6|22.5|482|II Lymphomas and reticuloendothelial neoplasms|21415353|2003
15-19|45.2|51.2|48.1|1001|II Lymphomas and reticuloendothelial neoplasms|20797166|2003
5-9|13.6|17.1|15.3|300|II Lymphomas and reticuloendothelial neoplasms|19620851|2003
<1|5.9|11.9|8.6|34|II Lymphomas and reticuloendothelial neoplasms|3975871|2003
1-4|0.7|1.9|1.2|19|II(a) Hodgkin lymphomas|15616575|2003
10-14|10.5|13.5|12.0|256|II(a) Hodgkin lymphomas|21415353|2003
15-19|29.5|34.4|31.9|663|II(a) Hodgkin lymphomas|20797166|2003
5-9|3.6|5.5|4.5|88|II(a) Hodgkin lymphomas|19620851|2003
<1|~|~|~|~|II(a) Hodgkin lymphomas|3975871|2003
1-4|3.9|6.2|5.0|78|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15616575|2003
10-14|6.8|9.3|8.0|171|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21415353|2003
15-19|11.8|14.9|13.3|276|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20797166|2003
5-9|5.3|7.6|6.4|126|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19620851|2003
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3975871|2003
1-4|1.7|3.3|2.4|37|II(c) Burkitt lymphoma|15616575|2003
10-14|1.7|3.1|2.3|50|II(c) Burkitt lymphoma|21415353|2003
15-19|1.7|3.1|2.4|49|II(c) Burkitt lymphoma|20797166|2003
5-9|3.0|4.7|3.8|74|II(c) Burkitt lymphoma|19620851|2003
<1|~|~|~|~|II(c) Burkitt lymphoma|3975871|2003
1-4|1.5|3.0|2.1|33|II(d) Miscellaneous lymphoreticular neoplasms|15616575|2003
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21415353|2003
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|20797166|2003
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|19620851|2003
<1|3.7|8.7|5.8|23|II(d) Miscellaneous lymphoreticular neoplasms|3975871|2003
1-4|~|~|~|~|II(e) Unspecified lymphomas|15616575|2003
10-14|~|~|~|~|II(e) Unspecified lymphomas|21415353|2003
15-19|~|~|~|~|II(e) Unspecified lymphomas|20797166|2003
5-9|~|~|~|~|II(e) Unspecified lymphomas|19620851|2003
<1|~|~|~|~|II(e) Unspecified lymphomas|3975871|2003
1-4|37.9|44.4|41.0|641|III CNS and misc intracranial and intraspinal neoplasms|15616575|2003
10-14|24.3|28.7|26.4|565|III CNS and misc intracranial and intraspinal neoplasms|21415353|2003
15-19|19.8|23.8|21.7|452|III CNS and misc intracranial and intraspinal neoplasms|20797166|2003
5-9|29.8|34.9|32.3|634|III CNS and misc intracranial and intraspinal neoplasms|19620851|2003
<1|30.1|42.1|35.7|142|III CNS and misc intracranial and intraspinal neoplasms|3975871|2003
1-4|3.8|6.0|4.8|75|III(a) Ependymomas and choroid plexus tumor|15616575|2003
10-14|0.9|2.0|1.4|30|III(a) Ependymomas and choroid plexus tumor|21415353|2003
15-19|1.3|2.5|1.8|37|III(a) Ependymomas and choroid plexus tumor|20797166|2003
5-9|1.2|2.4|1.7|34|III(a) Ependymomas and choroid plexus tumor|19620851|2003
<1|~|~|~|~|III(a) Ependymomas and choroid plexus tumor|3975871|2003
1-4|18.4|23.0|20.6|322|III(b) Astrocytomas|15616575|2003
10-14|12.6|15.8|14.1|303|III(b) Astrocytomas|21415353|2003
15-19|10.6|13.7|12.1|251|III(b) Astrocytomas|20797166|2003
5-9|13.8|17.3|15.5|304|III(b) Astrocytomas|19620851|2003
<1|11.5|19.4|15.1|60|III(b) Astrocytomas|3975871|2003
1-4|8.0|11.1|9.5|148|III(c) Intracranial and intraspinal embryonal tumors|15616575|2003
10-14|3.1|4.8|3.9|83|III(c) Intracranial and intraspinal embryonal tumors|21415353|2003
15-19|2.1|3.6|2.8|58|III(c) Intracranial and intraspinal embryonal tumors|20797166|2003
5-9|6.5|9.0|7.6|150|III(c) Intracranial and intraspinal embryonal tumors|19620851|2003
<1|9.8|17.2|13.1|52|III(c) Intracranial and intraspinal embryonal tumors|3975871|2003
1-4|4.1|6.4|5.2|81|III(d) Other gliomas|15616575|2003
10-14|4.8|6.9|5.7|123|III(d) Other gliomas|21415353|2003
15-19|3.2|4.9|4.0|83|III(d) Other gliomas|20797166|2003
5-9|5.1|7.4|6.2|121|III(d) Other gliomas|19620851|2003
<1|~|~|~|~|III(d) Other gliomas|3975871|2003
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15616575|2003
