"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"1413","Edible","Flat","Smooth","Brown","None","grasses"
"1414","Edible","Convex","Fibrous","White","None","grasses"
"1415","Edible","Flat","Fibrous","White","None","grasses"
"1416","Edible","Flat","Fibrous","Brown","None","grasses"
"1417","Edible","Convex","Scaly","White","Anise","meadows"
"1418","Edible","Convex","Smooth","Brown","None","grasses"
"1419","Edible","Convex","Smooth","Gray","None","grasses"
"1420","Edible","Flat","Smooth","White","None","grasses"
"1421","Poisonous","Convex","Smooth","White","Pungent","urban"
"1422","Edible","Convex","Smooth","White","None","grasses"
"1423","Edible","Convex","Fibrous","Brown","None","woods"
"1424","Edible","Flat","Fibrous","Gray","None","grasses"
"1425","Edible","Convex","Smooth","Gray","None","grasses"
"1426","Edible","Flat","Fibrous","Brown","None","grasses"
"1427","Edible","Flat","Smooth","Brown","None","grasses"
"1428","Edible","Convex","Smooth","Gray","None","grasses"
"1429","Edible","Flat","Scaly","Brown","Anise","paths"
"1430","Poisonous","Flat","Scaly","Brown","Pungent","urban"
"1431","Edible","Convex","Smooth","Brown","None","grasses"
"1432","Edible","Convex","Fibrous","Brown","None","woods"
"1433","Poisonous","Flat","Scaly","White","Pungent","grasses"
"1434","Poisonous","Convex","Smooth","White","Pungent","urban"
"1435","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1436","Edible","Convex","Fibrous","Brown","None","woods"
"1437","Edible","Bell","Scaly","White","Anise","meadows"
"1438","Poisonous","Flat","Scaly","White","Pungent","grasses"
"1439","Edible","Flat","Fibrous","White","None","grasses"
"1440","Edible","Convex","Smooth","White","None","grasses"
"1441","Edible","Convex","Fibrous","Brown","None","woods"
"1442","Edible","Convex","Smooth","Brown","None","grasses"
"1443","Edible","Flat","Fibrous","Brown","None","grasses"
"1444","Edible","Flat","Fibrous","Brown","None","grasses"
"1445","Poisonous","Flat","Scaly","Brown","Pungent","urban"
"1446","Poisonous","Flat","Scaly","White","Pungent","grasses"
"1447","Edible","Convex","Smooth","Brown","None","grasses"
"1448","Edible","Flat","Fibrous","Gray","None","grasses"
"1449","Edible","Convex","Fibrous","Brown","None","woods"
"1450","Edible","Flat","Smooth","Gray","None","grasses"
"1451","Edible","Flat","Fibrous","Brown","None","grasses"
"1452","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1453","Edible","Convex","Fibrous","Brown","None","grasses"
"1454","Poisonous","Flat","Scaly","Brown","Pungent","grasses"
"1455","Edible","Convex","Smooth","Gray","None","grasses"
"1456","Edible","Flat","Fibrous","White","None","grasses"
"1457","Edible","Convex","Smooth","White","None","grasses"
"1458","Edible","Convex","Fibrous","Brown","None","woods"
"1459","Edible","Convex","Smooth","Brown","None","grasses"
"1460","Poisonous","Flat","Smooth","White","Pungent","urban"
"1461","Edible","Convex","Fibrous","Brown","None","woods"
"1462","Edible","Convex","Smooth","White","None","grasses"
"1463","Edible","Flat","Smooth","White","None","grasses"
"1464","Edible","Convex","Smooth","White","Almond","woods"
"1465","Edible","Convex","Fibrous","Brown","None","grasses"
"1466","Edible","Convex","Scaly","Gray","None","woods"
"1467","Edible","Convex","Fibrous","Brown","None","woods"
"1468","Edible","Convex","Smooth","Yellow","Almond","woods"
"1469","Edible","Flat","Fibrous","Gray","None","grasses"
"1470","Edible","Convex","Smooth","Brown","None","grasses"
"1471","Edible","Convex","Scaly","Red","None","woods"
"1472","Edible","Flat","Smooth","Gray","None","grasses"
"1473","Poisonous","Flat","Smooth","White","Pungent","urban"
"1474","Edible","Flat","Fibrous","White","None","grasses"
"1475","Edible","Convex","Fibrous","Gray","None","grasses"
"1476","Edible","Flat","Fibrous","Brown","None","grasses"
"1477","Edible","Flat","Smooth","Brown","None","grasses"
"1478","Edible","Convex","Fibrous","White","None","grasses"
"1479","Poisonous","Flat","Scaly","White","Pungent","grasses"
"1480","Edible","Convex","Fibrous","White","None","grasses"
"1481","Edible","Flat","Smooth","Brown","None","grasses"
"1482","Edible","Convex","Smooth","Brown","None","grasses"
"1483","Edible","Convex","Fibrous","Gray","None","grasses"
"1484","Edible","Convex","Smooth","Brown","None","grasses"
"1485","Edible","Flat","Scaly","Yellow","Anise","grasses"
"1486","Poisonous","Convex","Scaly","Brown","Pungent","urban"
"1487","Edible","Convex","Fibrous","White","None","grasses"
"1488","Edible","Flat","Smooth","White","None","grasses"
"1489","Edible","Convex","Smooth","Brown","None","grasses"
"1490","Poisonous","Flat","Scaly","Brown","Pungent","grasses"
"1491","Edible","Flat","Fibrous","Gray","None","grasses"
"1492","Poisonous","Flat","Smooth","White","Pungent","urban"
"1493","Edible","Flat","Smooth","Brown","None","grasses"
"1494","Edible","Convex","Smooth","Gray","None","grasses"
"1495","Edible","Convex","Fibrous","Gray","None","grasses"
"1496","Edible","Flat","Fibrous","Brown","None","grasses"
"1497","Edible","Flat","Smooth","Gray","None","grasses"
"1498","Edible","Convex","Smooth","White","None","grasses"
"1499","Edible","Convex","Fibrous","Brown","None","grasses"
"1500","Edible","Convex","Fibrous","Gray","None","grasses"
"1501","Edible","Flat","Fibrous","Brown","None","grasses"
"1502","Edible","Bell","Scaly","Yellow","Almond","meadows"
"1503","Edible","Flat","Fibrous","Gray","None","grasses"
"1504","Edible","Convex","Fibrous","Gray","None","grasses"
"1505","Edible","Flat","Fibrous","White","None","grasses"
"1506","Edible","Convex","Fibrous","Brown","None","woods"
"1507","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1508","Edible","Convex","Fibrous","Brown","None","woods"
"1509","Edible","Convex","Fibrous","Brown","None","grasses"
"1510","Edible","Convex","Fibrous","Brown","None","woods"
"1511","Edible","Convex","Fibrous","White","None","grasses"
"1512","Edible","Flat","Smooth","Gray","None","grasses"
"1513","Edible","Flat","Smooth","Brown","None","grasses"
"1514","Edible","Convex","Scaly","Yellow","Almond","meadows"
"1515","Edible","Convex","Fibrous","White","Almond","woods"
"1516","Edible","Flat","Fibrous","Gray","None","grasses"
"1517","Edible","Flat","Fibrous","Brown","None","grasses"
"1518","Edible","Flat","Fibrous","Brown","None","grasses"
"1519","Edible","Bell","Scaly","Yellow","Almond","grasses"
"1520","Edible","Convex","Fibrous","Brown","None","grasses"
"1521","Edible","Convex","Scaly","White","Anise","grasses"
"1522","Edible","Flat","Smooth","White","None","grasses"
"1523","Edible","Convex","Smooth","White","None","grasses"
"1524","Edible","Convex","Fibrous","Brown","None","grasses"
"1525","Edible","Convex","Smooth","Brown","None","grasses"
"1526","Edible","Convex","Smooth","Brown","None","grasses"
"1527","Edible","Convex","Scaly","Brown","None","woods"
"1528","Edible","Flat","Smooth","Gray","None","grasses"
"1529","Edible","Convex","Scaly","Yellow","Almond","meadows"
"1530","Edible","Convex","Smooth","White","None","grasses"
"1531","Poisonous","Flat","Scaly","White","Pungent","urban"
"1532","Edible","Flat","Smooth","White","None","grasses"
"1533","Poisonous","Flat","Smooth","White","Pungent","urban"
"1534","Edible","Flat","Smooth","Gray","None","grasses"
"1535","Edible","Flat","Fibrous","Gray","None","grasses"
"1536","Poisonous","Convex","Smooth","White","Pungent","grasses"
"1537","Edible","Convex","Smooth","Gray","None","grasses"
"1538","Poisonous","Convex","Smooth","White","Pungent","urban"
"1539","Edible","Convex","Smooth","Gray","None","grasses"
"1540","Edible","Flat","Smooth","White","None","grasses"
"1541","Poisonous","Flat","Scaly","White","Pungent","grasses"
"1542","Edible","Convex","Fibrous","White","None","grasses"
"1543","Edible","Convex","Smooth","Brown","None","grasses"
"1544","Edible","Convex","Fibrous","White","None","grasses"
"1545","Edible","Convex","Fibrous","White","None","grasses"
"1546","Edible","Convex","Scaly","Red","None","woods"
"1547","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1548","Edible","Flat","Fibrous","Gray","None","grasses"
"1549","Edible","Convex","Scaly","Yellow","Almond","grasses"
"1550","Edible","Convex","Fibrous","Brown","None","grasses"
"1551","Edible","Flat","Fibrous","Brown","None","grasses"
"1552","Edible","Bell","Smooth","White","Anise","meadows"
"1553","Edible","Flat","Smooth","Gray","None","grasses"
"1554","Edible","Flat","Fibrous","White","None","grasses"
"1555","Edible","Flat","Fibrous","Brown","None","grasses"
"1556","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1557","Edible","Convex","Smooth","Brown","None","grasses"
"1558","Edible","Bell","Scaly","Yellow","Almond","grasses"
"1559","Edible","Flat","Smooth","Gray","None","grasses"
"1560","Edible","Flat","Smooth","Brown","None","grasses"
"1561","Edible","Convex","Fibrous","Gray","None","grasses"
"1562","Edible","Flat","Smooth","Gray","None","grasses"
"1563","Edible","Convex","Fibrous","Brown","None","grasses"
"1564","Edible","Convex","Fibrous","Brown","None","woods"
"1565","Edible","Bell","Scaly","White","Anise","meadows"
"1566","Edible","Convex","Fibrous","Gray","None","woods"
"1567","Poisonous","Flat","Scaly","Brown","Pungent","grasses"
"1568","Edible","Convex","Smooth","White","None","grasses"
"1569","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1570","Edible","Flat","Smooth","Brown","None","grasses"
"1571","Edible","Flat","Fibrous","Brown","None","grasses"
"1572","Edible","Convex","Fibrous","White","None","grasses"
"1573","Edible","Convex","Fibrous","Brown","None","grasses"
"1574","Edible","Flat","Smooth","Brown","None","grasses"
"1575","Edible","Convex","Smooth","Yellow","Anise","grasses"
"1576","Edible","Flat","Smooth","White","None","grasses"
"1577","Edible","Convex","Smooth","White","None","grasses"
"1578","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"1579","Edible","Flat","Fibrous","Gray","None","grasses"
"1580","Poisonous","Flat","Scaly","Brown","Pungent","grasses"
"1581","Edible","Flat","Fibrous","White","None","grasses"
"1582","Edible","Convex","Fibrous","Brown","None","woods"
"1583","Edible","Convex","Fibrous","Gray","None","grasses"
"1584","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1585","Edible","Flat","Smooth","Gray","None","grasses"
"1586","Poisonous","Convex","Smooth","White","Pungent","urban"
"1587","Edible","Convex","Fibrous","Brown","None","woods"
"1588","Edible","Convex","Fibrous","Brown","None","grasses"
"1589","Edible","Convex","Scaly","Yellow","Almond","paths"
"1590","Edible","Flat","Fibrous","White","None","grasses"
"1591","Edible","Flat","Smooth","White","None","grasses"
"1592","Edible","Convex","Fibrous","Gray","None","grasses"
"1593","Edible","Flat","Fibrous","Gray","None","grasses"
"1594","Edible","Flat","Fibrous","White","None","grasses"
"1595","Edible","Convex","Fibrous","Gray","None","grasses"
"1596","Edible","Flat","Fibrous","Gray","None","grasses"
"1597","Edible","Convex","Fibrous","Gray","None","woods"
"1598","Edible","Convex","Smooth","Gray","None","grasses"
"1599","Edible","Flat","Smooth","Gray","None","grasses"
"1600","Edible","Convex","Scaly","Brown","Anise","grasses"
"1601","Edible","Convex","Scaly","Gray","None","woods"
"1602","Edible","Flat","Smooth","Gray","None","grasses"
"1603","Edible","Flat","Fibrous","White","None","grasses"
"1604","Edible","Flat","Smooth","Brown","None","grasses"
"1605","Edible","Flat","Fibrous","White","None","grasses"
"1606","Edible","Flat","Fibrous","Brown","None","grasses"
"1607","Edible","Flat","Smooth","Gray","None","grasses"
"1608","Edible","Convex","Smooth","Brown","None","grasses"
"1609","Edible","Convex","Fibrous","Brown","None","woods"
"1610","Edible","Convex","Smooth","Brown","None","grasses"
"1611","Edible","Convex","Fibrous","Brown","None","grasses"
"1612","Edible","Flat","Smooth","White","None","grasses"
"1613","Edible","Convex","Fibrous","Brown","None","urban"
"1614","Poisonous","Flat","Smooth","White","Pungent","urban"
"1615","Poisonous","Flat","Smooth","Brown","Pungent","grasses"
"1616","Edible","Convex","Fibrous","Brown","None","woods"
"1617","Edible","Convex","Smooth","White","None","grasses"
"1618","Edible","Flat","Fibrous","Gray","None","grasses"
"1619","Edible","Convex","Smooth","Brown","None","grasses"
"1620","Edible","Convex","Fibrous","Brown","None","grasses"
"1621","Edible","Convex","Smooth","Gray","None","grasses"
"1622","Edible","Flat","Fibrous","Gray","None","grasses"
"1623","Edible","Flat","Smooth","Brown","None","grasses"
"1624","Edible","Flat","Smooth","Gray","None","grasses"
"1625","Edible","Convex","Fibrous","Red","None","woods"
"1626","Poisonous","Flat","Scaly","White","Pungent","urban"
"1627","Edible","Convex","Fibrous","Brown","None","grasses"
"1628","Edible","Convex","Fibrous","Brown","None","woods"
"1629","Poisonous","Flat","Smooth","Brown","Pungent","urban"
"1630","Poisonous","Flat","Smooth","White","Pungent","grasses"
"1631","Poisonous","Flat","Smooth","White","Pungent","urban"
"1632","Edible","Flat","Fibrous","White","None","grasses"
"1633","Edible","Flat","Smooth","Brown","None","grasses"
"1634","Edible","Flat","Fibrous","Brown","None","grasses"
"1635","Edible","Convex","Smooth","Brown","None","grasses"
"1636","Edible","Flat","Smooth","Brown","None","grasses"
"1637","Poisonous","Flat","Smooth","White","Pungent","grasses"
"1638","Poisonous","Flat","Smooth","White","Pungent","grasses"
"1639","Edible","Flat","Smooth","Gray","None","grasses"
"1640","Edible","Convex","Smooth","Brown","None","grasses"
"1641","Edible","Convex","Smooth","Brown","None","grasses"
"1642","Edible","Convex","Fibrous","Brown","None","woods"
"1643","Edible","Convex","Fibrous","Brown","None","woods"
"1644","Edible","Flat","Fibrous","White","None","grasses"
"1645","Edible","Flat","Fibrous","White","None","grasses"
"1646","Edible","Convex","Fibrous","White","None","grasses"
"1647","Edible","Convex","Smooth","Yellow","Anise","meadows"
"1648","Edible","Flat","Smooth","Gray","None","grasses"
"1649","Edible","Convex","Smooth","White","None","grasses"
"1650","Edible","Convex","Fibrous","Brown","None","grasses"
"1651","Edible","Convex","Fibrous","Brown","None","grasses"
"1652","Edible","Convex","Smooth","White","None","grasses"
"1653","Edible","Convex","Smooth","Brown","None","grasses"
"1654","Edible","Convex","Smooth","Gray","None","grasses"
"1655","Edible","Convex","Smooth","Gray","None","grasses"
"1656","Edible","Flat","Smooth","White","None","grasses"
"1657","Edible","Convex","Smooth","Brown","None","grasses"
"1658","Edible","Flat","Fibrous","Gray","None","grasses"
"1659","Edible","Flat","Fibrous","White","None","grasses"
"1660","Edible","Convex","Fibrous","White","None","grasses"
"1661","Edible","Flat","Fibrous","Gray","None","grasses"
"1662","Edible","Convex","Fibrous","Gray","None","grasses"
"1663","Edible","Convex","Scaly","Yellow","Almond","grasses"
"1664","Edible","Convex","Smooth","Yellow","Anise","grasses"
"1665","Edible","Convex","Smooth","White","None","grasses"
"1666","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"1667","Edible","Convex","Fibrous","White","None","grasses"
"1668","Poisonous","Convex","Smooth","White","Pungent","urban"
"1669","Edible","Convex","Scaly","Gray","None","woods"
"1670","Poisonous","Flat","Smooth","White","Pungent","urban"
"1671","Edible","Convex","Scaly","Yellow","Anise","grasses"
"1672","Edible","Convex","Scaly","White","Anise","meadows"
"1673","Edible","Flat","Scaly","Brown","Anise","paths"
"1674","Edible","Convex","Smooth","White","None","grasses"
"1675","Edible","Flat","Smooth","Brown","None","grasses"
"1676","Edible","Convex","Smooth","Gray","None","grasses"
"1677","Edible","Convex","Smooth","White","None","grasses"
"1678","Edible","Flat","Smooth","Brown","None","grasses"
"1679","Edible","Flat","Smooth","Brown","None","grasses"
